X,Y,Radius,Color
1085,629,1,1
731,825,1,1
716,590,1,1
672,953,1,1
637,701,1,1
613,472,1,1
602,331,1,1
581,552,1,1
573,629,1,1
556,73,1,1
545,312,1,1
518,719,1,1
479,454,1,1
470,620,1,1
450,1068,1,1
449,337,1,1
447,730,1,1
432,187,1,1
425,450,1,1
417,671,1,1
412,955,1,1
397,366,1,1
391,0,1,1
390,827,1,1
390,732,1,1
384,253,1,1
350,932,1,1
342,423,1,1
338,625,1,1
338,102,1,1
332,707,1,1
319,1038,1,1
310,536,1,1
292,325,1,1
290,869,1,1
260,701,1,1
259,85,1,1
251,446,1,1
237,793,1,1
219,1017,1,1
216,654,1,1
206,453,1,1
191,558,1,1
187,384,1,1
93,815,1,1
93,314,1,1
60,501,1,1
30,686,1,1
759,682.67,1,1
692,694.67,1,1
551,455.67,1,1
531,889.67,1,1
507,530.67,1,1
507,363.67,1,1
482,244.67,1,1
473,127.67,1,1
455,925.67,1,1
437,535.67,1,1
434,822.67,1,1
387,1027.7,1,1
387,600.67,1,1
376,488.67,1,1
333,804.67,1,1
332,258.67,1,1
297,626.67,1,1
239,572.67,1,1
231,331.67,1,1
230,1084.7,1,1
179,14.674,1,1
176,746.67,1,1
153,632.67,1,1
148,528.67,1,1
125,218.67,1,1
106,988.67,1,1
67,759.67,1,1
20,441.67,1,1
0,966.67,1,1
