X,Y,Radius,Color
781.52,105.81,1,1
1003.1,642.37,1,1
784,568.37,1,1
675.53,540.37,1,1
592.46,557.37,1,1
130.53,637.37,1,1
64.533,546.37,1,1
896,427.03,1,1
764,637.88,1,1
732.37,64.37,1,1
743.48,112.82,1,1
39.5,550.37,1,1
15.491,443.37,1,1
815,434.37,1,1
636,535.75,1,1
931,387.37,1,1
653,944.39,1,1
618.51,949.83,1,1
502.64,744.37,1,1
621.51,926.37,1,1
777,27.37,1,1
809,257.37,1,1
653.48,1074.4,1,1
904,67.912,1,1
779,726.37,1,1
826,872.37,1,1
816,773.37,1,1
669,46.055,1,1
996,454.37,1,1
992,444.82,1,1
672,749.96,1,1
830,644.68,1,1
636.46,92.37,1,1
567.87,766.37,1,1
567,796.8,1,1
651.54,1022.8,1,1
131,332.37,1,1
705.49,433.37,1,1
856,521.88,1,1
704,386.37,1,1
140,486.32,1,1
666.41,660.85,1,1
95.498,626.21,1,1
213,483.77,1,1
706.53,757.37,1,1
1018.5,529.37,1,1
696,1005.4,1,1
637,1080.3,1,1
1018.5,531.37,1,1
809.76,514.37,1,1
864.53,328.37,1,1
693,121.88,1,1
838,387.37,1,1
232,655.92,1,1
59.574,612.37,1,1
750,58.698,1,1
877.55,445.73,1,1
643,73.921,1,1
33.308,474.37,1,1
749,328.01,1,1
516,409.99,1,1
993.48,576.98,1,1
810.48,145.98,1,1
484,770.37,1,1
557.5,562.25,1,1
261.26,414.37,1,1
890.48,43.37,1,1
193,662.64,1,1
838.46,850.93,1,1
695.51,189.37,1,1
634,57.37,1,1
1074,462.96,1,1
725.53,395.05,1,1
148.58,268.37,1,1
110,317.37,1,1
101,468.56,1,1
806,592.37,1,1
295.74,385.37,1,1
127.31,272.37,1,1
963,566.37,1,1
1078,422.37,1,1
776,241.97,1,1
471.28,481.82,1,1
381,518.37,1,1
79,394.37,1,1
531,438.37,1,1
696,649.93,1,1
212,309.37,1,1
77,328.37,1,1
953,298.87,1,1
812.52,184.33,1,1
873.59,63.874,1,1
1003,608.76,1,1
845,535.06,1,1
1048,400.93,1,1
914.68,342.37,1,1
680.54,577.37,1,1
584,760.37,1,1
837,469.37,1,1
467,406.86,1,1
726.62,1015.4,1,1
635.52,977.36,1,1
542,705.37,1,1
698.47,287.96,1,1
