X,Y,Radius,Color
922,121,1,1
951,342.38,1,1
956.42,284.37,1,1
923,364,1,1
999,88,1,1
571,590.59,1,1
926,106.41,1,1
986.84,356.4,1,1
721,528,1,1
1080,541.5,1,1
794.32,413.46,1,1
975,574,1,1
1018,62,1,1
988,153,1,1
982,624,1,1
982,563,1,1
971,453,1,1
960,80,1,1
941,150,1,1
931,336,1,1
931,180,1,1
930,385,1,1
929,517,1,1
921,448,1,1
919,585,1,1
917,502,1,1
915,518,1,1
914,296,1,1
914,0,1,1
907,538,1,1
894,370,1,1
883,326,1,1
881,398,1,1
876,484,1,1
876,90,1,1
869,557,1,1
867,135,1,1
866,72,1,1
851,396,1,1
839,544,1,1
834,292,1,1
828,647,1,1
822,554,1,1
819,375,1,1
787,347,1,1
787,51,1,1
787,20,1,1
784,294,1,1
781,510,1,1
780,414,1,1
774,697,1,1
772,102,1,1
771,549,1,1
769,360,1,1
765,425,1,1
764,169,1,1
760,256,1,1
755,346,1,1
752,383,1,1
741,368,1,1
736,277,1,1
729,293,1,1
712,592,1,1
709,621,1,1
695,333,1,1
692,536,1,1
690,113,1,1
672.71,320,1,1
670,591,1,1
661,546,1,1
656,120,1,1
653,343,1,1
631,607,1,1
629,337,1,1
602,379,1,1
578,382,1,1
568,79,1,1
563,622,1,1
523,322,1,1
469,476,1,1
452,550,1,1
396,606,1,1
381,533,1,1
375,475,1,1
365,671,1,1
222,665,1,1
215,783,1,1
192,817,1,1
110,998,1,1
68,711,1,1
62,819,1,1
8,935,1,1
977.53,288,1,1
942,88,1,1
1013,351,1,1
966.69,372,1,1
871,345.54,1,1
840,87.66,1,1
915,85,1,1
751,115,1,1
1048,357.75,1,1
994,101.25,1,1
897.51,91,1,1
853.53,106.55,1,1
850.52,568,1,1
941,85,1,1
853.7,558,1,1
822,284,1,1
955,289,1,1
570,400.37,1,1
846,559,1,1
1044,68.665,1,1
1005,413.67,1,1
992,136.67,1,1
973,412.67,1,1
962,270.67,1,1
958,147.67,1,1
950.69,59.637,1,1
936,205.67,1,1
924,634.67,1,1
908,391.67,1,1
907,135,1,1
905,46.665,1,1
904,277.67,1,1
896,571,1,1
885,142.67,1,1
883,564.67,1,1
871,23.665,1,1
855,327.67,1,1
854,290.67,1,1
842,361.67,1,1
817,427.67,1,1
798,68.665,1,1
790,252.67,1,1
786,594.67,1,1
784,488.67,1,1
778,571.67,1,1
776,369.67,1,1
749,538,1,1
739,80.665,1,1
738,558.67,1,1
735,571.67,1,1
732,603.67,1,1
730,480.67,1,1
716,395.67,1,1
695,311.67,1,1
677,574.67,1,1
666,191.67,1,1
655,363.67,1,1
645,377.67,1,1
622,649.67,1,1
612,283.67,1,1
599,448.67,1,1
584,104.67,1,1
574,361.67,1,1
570,157.67,1,1
505,583.67,1,1
465,278.67,1,1
408,395.67,1,1
230,806.67,1,1
229,302.67,1,1
0,1084.7,1,1
1001.8,570,1,1
1081,315,1,1
973.6,544,1,1
971,327.37,1,1
1014.5,567,1,1
744.26,111,1,1
992.46,325,1,1
965.51,358.54,1,1
935.53,609.53,1,1
1085,528,1,1
841,125.15,1,1
1022,127,1,1
850,94.66,1,1
944,111,1,1
1018,290.11,1,1
895,126.55,1,1
1035.5,552.67,1,1
960.28,371.61,1,1
970,348.77,1,1
865.49,336,1,1
991,292.18,1,1
887,114.95,1,1
981.17,123,1,1
929,253,1,1
805.24,384.6,1,1
1003.6,374.52,1,1
939,600.14,1,1
922,258,1,1
1065.4,84.222,1,1
726,549,1,1
1006.5,128.77,1,1
1047,298.2,1,1
1009.5,143.56,1,1
1004,306.85,1,1
809.58,283.7,1,1
753.48,548.57,1,1
965.64,127,1,1
1074,307.57,1,1
967,331,1,1
934.47,366,1,1
818.28,84.622,1,1
978,341,1,1
966.47,549,1,1
896.59,561.19,1,1
921,539.65,1,1
664.3,317.61,1,1
991,574,1,1
810,245,1,1
810,296,1,1
1031,303,1,1
962.29,598.63,1,1
812.69,387.64,1,1
728,542.94,1,1
1048,352.07,1,1
969,568,1,1
971,118,1,1
944.78,134.49,1,1
995.59,340.32,1,1
1037.7,339,1,1
1004.7,90,1,1
976.2,312,1,1
934,541,1,1
928,276,1,1
846,132,1,1
805,251,1,1
983,338,1,1
942.37,66.07,1,1
1007.5,106,1,1
989.35,549,1,1
971.34,529,1,1
926.09,96.279,1,1
905,147.62,1,1
991,107,1,1
1016.5,133,1,1
930,270.27,1,1
1044.5,121,1,1
976.6,590,1,1
830.56,74,1,1
993,375,1,1
955,529.14,1,1
1003,124,1,1
1082,524,1,1
968,95,1,1
934.31,535.22,1,1
1007.6,337,1,1
929,99,1,1
955.41,535.62,1,1
1080,102.53,1,1
934.69,134,1,1
971,596,1,1
957.47,132,1,1
1017,302,1,1
954,125,1,1
942.73,535,1,1
938,120,1,1
979,533,1,1
1001,352.42,1,1
1051.5,340.49,1,1
986.52,536.68,1,1
981,304.27,1,1
1041.4,517.27,1,1
827.33,80,1,1
974,283,1,1
1036,87.295,1,1
987,523,1,1
1074,111,1,1
989,298,1,1
887.43,122,1,1
994.6,569.3,1,1
996.9,372.54,1,1
1026,343,1,1
914,142,1,1
906.19,82,1,1
939,358.69,1,1
899,82.221,1,1
1063,325,1,1
1054,523,1,1
1052.8,116,1,1
920.39,139,1,1
925.44,136,1,1
1008,523,1,1
1000,375,1,1
995,345.67,1,1
955,113,1,1
1057.8,306,1,1
912,142,1,1
1066,537,1,1
998,520.3,1,1
964,100,1,1
946.75,354,1,1
1056.4,538,1,1
984.49,115.17,1,1
815,292,1,1
1006,114,1,1
960,107.66,1,1
1074,318.51,1,1
962.78,538,1,1
1049.5,94,1,1
1016,559.96,1,1
994.54,359,1,1
1057,92.387,1,1
997.32,548.5,1,1
1002,558,1,1
1022.6,549,1,1
1073.8,98,1,1
1020.7,524.47,1,1
1069,536.53,1,1
1028,97.781,1,1
1012,113,1,1
1032.2,92.345,1,1
1030,119,1,1
1020.7,105,1,1
1017.7,337,1,1
1044.2,543.94,1,1
1028,524,1,1
1012,524,1,1
998,308.49,1,1
996,310,1,1
988.76,309.74,1,1
1072,522,1,1
1060.5,110.29,1,1
1050,331,1,1
993,310.46,1,1
932,125,1,1
1067.3,524.48,1,1
1059.4,325.8,1,1
1052.4,306,1,1
1008,320,1,1
993.46,366.75,1,1
1049,540,1,1
998,534.26,1,1
1038,309.61,1,1
1015,320,1,1
991.15,530,1,1
975,120,1,1
1066.6,92.981,1,1
1045,97,1,1
1023.3,116.34,1,1
1042,524,1,1
1040,526,1,1
