X,Y,Radius,Color,Z,X_old,Y_old,Z_old
203.4493246,249.1986253,1,1,95.70985648,2.034493246,2.491986253,0.957098565
297.1036024,164.7199037,1,1,112.0910044,2.971036024,1.647199037,1.120910044
-43.39952775,-57.29238209,1,1,99.13599308,-0.433995278,-0.572923821,0.991359931
140.5455278,-37.19436695,1,1,57.10094318,1.405455278,-0.37194367,0.571009432
-88.5270768,15.51752202,1,1,89.30696157,-0.885270768,0.15517522,0.893069616
-95.67250372,245.399234,1,1,67.32174058,-0.956725037,2.45399234,0.673217406
-132.6819412,-277.0590213,1,1,65.06873505,-1.326819412,-2.770590213,0.650687351
-289.3759527,208.2448963,1,1,94.54862201,-2.893759527,2.082448963,0.94548622
-224.261823,148.8545749,1,1,71.85929021,-2.24261823,1.488545749,0.718592902
-272.9912904,178.1157596,1,1,131.1066785,-2.729912904,1.781157596,1.311066785
256.0779834,178.1322132,1,1,134.001525,2.560779834,1.781322132,1.34001525
83.86116858,-263.0437033,1,1,35.22959356,0.838611686,-2.630437033,0.352295936
153.2644538,66.9539706,1,1,82.75885113,1.532644538,0.669539706,0.827588511
-287.3987029,21.97911243,1,1,89.90519854,-2.873987029,0.219791124,0.899051985
-101.6026203,218.301652,1,1,107.2259455,-1.016026203,2.18301652,1.072259455
267.6211274,-184.0245618,1,1,82.32921683,2.676211274,-1.840245618,0.823292168
49.92424169,279.2456613,1,1,78.01438183,0.499242417,2.792456613,0.780143818
238.1164475,122.3315287,1,1,78.77368238,2.381164475,1.223315287,0.787736824
-173.4331207,103.6396301,1,1,50.38586755,-1.734331207,1.036396301,0.503858676
288.7313963,-293.0031874,1,1,93.53352234,2.887313963,-2.930031874,0.935335223
51.93229629,273.7247352,1,1,73.61800666,0.519322963,2.737247352,0.736180067
-211.9089172,149.5876571,1,1,80.39763705,-2.119089172,1.495876571,0.803976371
39.56069904,-294.7767016,1,1,93.49792805,0.39560699,-2.947767016,0.93497928
-263.8369048,-265.6069791,1,1,79.3227203,-2.638369048,-2.656069791,0.793227203
-11.72178801,146.8909934,1,1,141.9991081,-0.11721788,1.468909934,1.419991081
229.6874121,-178.398309,1,1,40.32594026,2.296874121,-1.78398309,0.403259403
298.2331294,227.2273037,1,1,121.5648622,2.982331294,2.272273037,1.215648622
3.552481889,83.97376423,1,1,141.1596951,0.035524819,0.839737642,1.411596951
3.460758132,133.8127796,1,1,117.1902618,0.034607581,1.338127796,1.171902618
225.8046793,-5.290092424,1,1,86.5710477,2.258046793,-0.052900924,0.865710477
118.3773286,215.3198767,1,1,95.28151735,1.183773286,2.153198767,0.952815174
16.88266865,-169.1575036,1,1,86.5666986,0.168826686,-1.691575036,0.865666986
-267.909361,-180.2522181,1,1,84.84335938,-2.67909361,-1.802522181,0.848433594
-50.74548864,210.7704442,1,1,111.2910208,-0.507454886,2.107704442,1.112910208
