X,Y,Radius,Color
357.77,175,1,1
1085.1,1083,1,1
299,233.59,1,1
193,380,1,1
134.3,317,1,1
328.5,368,1,1
191,154.58,1,1
267,327.6,1,1
259,319,1,1
95,390,1,1
297,481,1,1
181,371.57,1,1
138,495.41,1,1
396,279,1,1
368,252,1,1
349,164,1,1
338,348,1,1
336,306,1,1
331,499,1,1
329,213,1,1
323,334,1,1
314,254,1,1
307,330,1,1
299,222,1,1
295,88,1,1
294,19,1,1
283,529,1,1
282,80,1,1
279,336,1,1
270,407,1,1
266,367,1,1
263,394,1,1
252,284,1,1
250,403,1,1
247,426,1,1
245,327,1,1
243,358,1,1
243,345,1,1
243,259,1,1
242,213,1,1
232,542,1,1
230,317,1,1
230,292,1,1
227,354,1,1
227,7,1,1
226,475,1,1
213,370,1,1
213,7,1,1
211,48,1,1
203,451,1,1
199,349,1,1
197,506,1,1
195,298,1,1
193,550,1,1
193,419,1,1
192,261,1,1
188.44,330,1,1
187,401,1,1
178,444,1,1
177,287,1,1
176,416,1,1
170,380,1,1
170,322,1,1
163,241,1,1
159,527,1,1
157,441,1,1
157,414,1,1
155,307,1,1
139,383,1,1
138,286,1,1
133,403,1,1
120,289,1,1
108,415,1,1
96.298,367.71,1,1
75,412,1,1
65,245,1,1
64,207,1,1
51,294,1,1
307,376,1,1
149,371,1,1
300.27,443.62,1,1
300,37.624,1,1
295.25,504.62,1,1
203.36,18,1,1
214.25,196.62,1,1
198.31,368.65,1,1
225,490,1,1
335,244,1,1
362,303.13,1,1
206,170,1,1
253,214,1,1
249,459.61,1,1
128.74,368,1,1
372.29,322,1,1
233.74,367,1,1
193.24,485,1,1
266,440,1,1
204,228.62,1,1
326,353,1,1
213.45,182,1,1
224,492,1,1
188.63,361,1,1
84.456,366.56,1,1
287,407,1,1
265,379.54,1,1
255,483,1,1
235,225,1,1
234,161,1,1
228,203,1,1
214,326,1,1
167,399.57,1,1
161,339.55,1,1
139,450.5,1,1
123,355.52,1,1
111,397.58,1,1
313,530.5,1,1
390.57,387.26,1,1
301,402,1,1
362,379.67,1,1
350,361,1,1
346,260.67,1,1
336,323.67,1,1
324,448.67,1,1
317,275,1,1
315,176.71,1,1
313,411.67,1,1
305,209.67,1,1
303,64.669,1,1
302,579.67,1,1
292,466.67,1,1
285,4.669,1,1
281,510.67,1,1
281,300.67,1,1
280,372.67,1,1
279,167.67,1,1
270,420.67,1,1
270,55.67,1,1
266,292.67,1,1
258,337.67,1,1
249,304.67,1,1
240,393.67,1,1
238,279.67,1,1
228,456.67,1,1
228,237.67,1,1
217,300.67,1,1
213,345.67,1,1
198,182.67,1,1
190,431.67,1,1
180,179.67,1,1
177,232.67,1,1
175,334.67,1,1
169,303.67,1,1
168,455.67,1,1
166,491.67,1,1
166,264.67,1,1
157,361.67,1,1
136,342.67,1,1
116,453.66,1,1
94,407.67,1,1
94,242.67,1,1
0,313.67,1,1
111,330,1,1
293,339.24,1,1
308,519.63,1,1
206,395,1,1
97,435.56,1,1
390,394.53,1,1
360.43,219,1,1
350.38,421.69,1,1
292,52.498,1,1
283.48,580,1,1
218,421.57,1,1
206,31.571,1,1
204,487,1,1
158.37,253.69,1,1
151.45,337,1,1
124.49,423.56,1,1
123,380.58,1,1
114.45,354,1,1
315.45,390,1,1
313.45,198,1,1
293.71,317,1,1
281.19,62,1,1
280.52,274,1,1
219.5,170,1,1
247.17,376,1,1
327,431.67,1,1
