X,Y,Radius,Color
650,528.64,1,1
556.5,592.52,1,1
556.47,398.56,1,1
556.59,380.4,1,1
557,641,1,1
698.63,528.58,1,1
1085,530,1,1
755,529,1,1
722,529,1,1
557,1043,1,1
557,894,1,1
557,697,1,1
557,655,1,1
557,451,1,1
557,362,1,1
557,324,1,1
557,123,1,1
557,85,1,1
557,38,1,1
557,0,1,1
556,1085,1,1
556,995,1,1
556,907,1,1
556,743,1,1
556,249,1,1
556,70,1,1
495,527,1,1
461,554,1,1
112,527,1,1
41,527,1,1
478,527,1,1
519,528,1,1
629.68,528,1,1
481,527,1,1
533.52,539.56,1,1
1029,529.67,1,1
956,529.67,1,1
877,529.67,1,1
812,528.67,1,1
610,485.67,1,1
557,480,1,1
557,20.668,1,1
556,1065.7,1,1
556,608.67,1,1
461,527.67,1,1
438,527.67,1,1
390,527.67,1,1
219,527.67,1,1
136,527.67,1,1
0,527.67,1,1
708.66,529,1,1
557,502.44,1,1
556.49,563.75,1,1
621.72,528.54,1,1
513,527.58,1,1
681.26,528.63,1,1
556.5,681.71,1,1
556,494.32,1,1
556.48,427.75,1,1
558,671.2,1,1
535,528,1,1
557,421,1,1
601,528.46,1,1
599,528.4,1,1
556.57,560,1,1
556.57,470,1,1
669,529,1,1
531,528,1,1
556,543.5,1,1
609,529,1,1
590.44,528.51,1,1
605,528.53,1,1
556.48,511.02,1,1
571,524,1,1
556.36,516,1,1
556,518.3,1,1
557,675,1,1
578,528.51,1,1
547,534.7,1,1
556.5,553,1,1
544.27,529,1,1
556.59,538,1,1
556,550,1,1
