X,Y,Radius,Color
816,800,1,1
623,538.13,1,1
753.61,596.48,1,1
535.48,672.53,1,1
770.51,461.43,1,1
774.49,892.4,1,1
724,902,1,1
713,586,1,1
837,576.59,1,1
782.17,639,1,1
634,849,1,1
767.55,875,1,1
545,526.12,1,1
622,748.25,1,1
706,781,1,1
689.3,890,1,1
710.57,902,1,1
628,764.61,1,1
715,694.67,1,1
651,793,1,1
744,728.48,1,1
666.54,746,1,1
666,744,1,1
890,779.7,1,1
671,817,1,1
670.59,867,1,1
801.35,753.61,1,1
838.6,780,1,1
607.53,472.56,1,1
684.5,630.87,1,1
861,837,1,1
666,567,1,1
653,894,1,1
684,879,1,1
709,527,1,1
574.3,727,1,1
762.51,833.41,1,1
662,534,1,1
887,741,1,1
584.41,657,1,1
719.31,767.46,1,1
739,461,1,1
684,644,1,1
782,686,1,1
708.6,806,1,1
802,648,1,1
702,867,1,1
1085,356,1,1
1039,0,1,1
1019,570,1,1
1016,519,1,1
983,491,1,1
977,625,1,1
956,319,1,1
953,726,1,1
940,483,1,1
927,810,1,1
926,636,1,1
921,989,1,1
916,449,1,1
910,867,1,1
905,816,1,1
892,599,1,1
888,664,1,1
883,496,1,1
878,771,1,1
875,852,1,1
873,749,1,1
873,689,1,1
871,828,1,1
865,529,1,1
863,719,1,1
856,863,1,1
855,209,1,1
845,433,1,1
835.42,713,1,1
835,819,1,1
835,422,1,1
830,886,1,1
829.55,753,1,1
824,495,1,1
822,289,1,1
821,852,1,1
818,877,1,1
818,716,1,1
814,617,1,1
812,905,1,1
810,781,1,1
807,686,1,1
800,808,1,1
798,404,1,1
797,894,1,1
797,696,1,1
793,842,1,1
792,485,1,1
791,662,1,1
788,365,1,1
788,336,1,1
788,287,1,1
786,617,1,1
778,976,1,1
773,615,1,1
771,926,1,1
768,403,1,1
766,631,1,1
760,643,1,1
758,187,1,1
757,512,1,1
755.21,811,1,1
754,1042,1,1
752,885,1,1
749,907,1,1
748,558,1,1
747,429,1,1
745,631,1,1
741,651,1,1
738,935,1,1
738,669,1,1
724,515,1,1
720,456,1,1
709,717,1,1
707,664,1,1
707,558,1,1
702,272,1,1
701,641,1,1
699,421,1,1
691,959,1,1
690,552,1,1
689,408,1,1
688,843,1,1
687,913,1,1
678,518,1,1
677,586,1,1
676,544,1,1
670,492,1,1
669,457,1,1
668,908,1,1
667,951,1,1
664,429,1,1
663,885,1,1
