X,Y,Radius,Color
64.118,788,1,1
504,1023,1,1
729.58,1050,1,1
780,1030,1,1
373,1028,1,1
770,1036.6,1,1
486,1011,1,1
446.6,1013,1,1
1076,624,1,1
1070,564,1,1
1065,530,1,1
1059,629,1,1
1043,608,1,1
1039,764,1,1
1032,702,1,1
1030,594,1,1
1017,634,1,1
1002,581,1,1
987,642,1,1
919,510,1,1
832,999,1,1
745,1046,1,1
689,1064,1,1
653,1019,1,1
632,1075,1,1
624,1025,1,1
615,958,1,1
614,869,1,1
581,1022,1,1
580,960,1,1
572,1007,1,1
552,984,1,1
541,991,1,1
540,975,1,1
539,1021,1,1
522,985,1,1
517,0,1,1
509,916,1,1
500,3,1,1
497.58,1003,1,1
492,1051,1,1
484,990,1,1
476,1075,1,1
462,1080,1,1
462,918,1,1
458,974,1,1
452,1027,1,1
451,961,1,1
449,69,1,1
448,1071,1,1
442,893,1,1
427,905,1,1
422,998,1,1
419,1012,1,1
409.69,17.706,1,1
398,987,1,1
397,916,1,1
396,957,1,1
351,975,1,1
351,950,1,1
346,1003,1,1
338,40,1,1
332,1001,1,1
322,87,1,1
319,1005,1,1
284,965,1,1
274,987,1,1
265,937,1,1
242,119,1,1
232,669,1,1
219,980,1,1
207,837,1,1
203,895,1,1
190,947,1,1
188,871,1,1
170,898,1,1
165,929,1,1
163,368,1,1
153,875,1,1
151,832,1,1
147,806,1,1
139,455,1,1
134,616,1,1
120,843,1,1
86,269,1,1
73,590,1,1
49.543,688,1,1
37,386,1,1
34,354,1,1
13,424,1,1
9,438,1,1
7,582,1,1
388,981,1,1
6,532,1,1
368,1048,1,1
9,532,1,1
487,1016,1,1
458,993,1,1
1041.4,490,1,1
1060,686.67,1,1
1038,507.67,1,1
1037,652.67,1,1
1030,539.67,1,1
982,416.67,1,1
763,598.67,1,1
649,1047.7,1,1
555,1071.7,1,1
533,1078.7,1,1
513,954.67,1,1
511,970.67,1,1
510,1061.7,1,1
487,914.67,1,1
467,1015.7,1,1
434,925.67,1,1
423,15.668,1,1
416,1048.7,1,1
414,957.67,1,1
383.78,970.87,1,1
369,45.672,1,1
317,60.668,1,1
300,1008.7,1,1
299,964.67,1,1
271,952.67,1,1
262,887.67,1,1
260,78.672,1,1
214,944.67,1,1
192,825.67,1,1
169,147.67,1,1
151,224.67,1,1
126,437.67,1,1
65,739.67,1,1
33,731.67,1,1
24,615.67,1,1
14,545.67,1,1
0,513.67,1,1
1040.4,733,1,1
439,945.73,1,1
758,1040.7,1,1
563,1085,1,1
365,1055,1,1
336,1024.5,1,1
1031,751,1,1
352,1031,1,1
439,1021,1,1
667.51,1070.5,1,1
584.62,1067.7,1,1
296.37,1021.7,1,1
437.46,1031,1,1
354,1021.1,1,1
1034.7,667.61,1,1
1084,552.2,1,1
1056.9,528,1,1
1049,496,1,1
621,1077.6,1,1
541,1063,1,1
256,1002,1,1
1085,557.69,1,1
1047,740,1,1
254.57,985,1,1
210,968.7,1,1
1049.3,520.76,1,1
1027.3,665.63,1,1
531.72,1004.6,1,1
522.27,1004.6,1,1
39.275,685.6,1,1
656,1073,1,1
455,999,1,1
566,1083,1,1
591.7,1068.6,1,1
211.41,963,1,1
537.29,1058.2,1,1
289.32,1023.6,1,1
215,964,1,1
332,1016.2,1,1
435.56,940,1,1
327.2,1020,1,1
252.51,993.54,1,1
1026.6,732.33,1,1
1027,739.52,1,1
662,1070.4,1,1
1034.6,738.47,1,1
