X,Y,Radius,Color
-528.6783417,-5.70889641,1,1
-109.9900596,197.3204985,1,1
394.3909842,406.734339,1,1
-268.0628548,277.3275598,1,1
-74.33760973,268.4998627,1,1
241.3363506,23.42690379,1,1
-453.3501018,-134.8622031,1,1
702.9674036,256.6272264,1,1
-111.168589,86.80476714,1,1
688.1436044,-73.60256384,1,1
-662.9151627,-108.790021,1,1
221.5284747,-234.557556,1,1
551.3238912,-207.6333166,1,1
313.6763193,228.8408512,1,1
10.05044455,-480.6248208,1,1
199.5310065,76.25839988,1,1
250.1687034,265.7979845,1,1
-543.0685967,-222.7618173,1,1
316.5897665,-386.5751555,1,1
70.97898045,161.8594097,1,1
213.0300651,-149.5068885,1,1
-109.645778,-214.04707,1,1
358.5028868,-155.6845523,1,1
39.16815795,-129.1540723,1,1
-518.9518161,193.6227826,1,1
-177.0601094,-594.4424688,1,1
598.3632778,44.10222516,1,1
-361.1449185,271.9204529,1,1
-200.3511952,-20.1368605,1,1
44.61266218,368.2302085,1,1
481.2547945,441.7859429,1,1
464.6069599,96.02634618,1,1
155.3944341,602.9905264,1,1
-404.8320633,364.9796287,1,1
313.1326974,-399.6258744,1,1
-138.4087015,298.3347208,1,1
-5.15294929,75.10407841,1,1
355.4479192,-412.0484311,1,1
180.8628433,-532.4554094,1,1
26.09553135,527.551029,1,1
224.6548222,49.47038119,1,1
-70.53824337,261.2465733,1,1
-96.66759421,-411.0310418,1,1
66.85000298,-197.7387704,1,1
205.2502272,-372.5828082,1,1
45.1408425,497.5086068,1,1
396.8246366,-97.65647472,1,1
-297.6630819,-476.8395729,1,1
-464.9935399,-175.1240268,1,1
-160.5724855,-119.768896,1,1
27.67231253,118.1912481,1,1
-496.3303365,163.6162402,1,1
-181.5892569,474.7710945,1,1
-208.9859132,41.56785881,1,1
41.78404844,-420.8366299,1,1
-299.4908971,368.8397731,1,1
39.97054645,56.83076194,1,1
-281.7161019,266.6307851,1,1
579.1974396,-418.6490159,1,1
84.5619974,-511.9981862,1,1
184.3822425,-123.1627738,1,1
497.1006385,-126.3280002,1,1
-481.5100737,-83.0136986,1,1
329.2763251,-7.073293063,1,1
469.7164072,290.3213366,1,1
156.7018888,210.4665872,1,1
-58.52199421,-541.1824102,1,1
157.6910705,-204.0303493,1,1
107.5884644,524.2299762,1,1
-352.3751641,-15.09235763,1,1
-280.4500943,633.2523244,1,1
-496.2810199,55.00583358,1,1
-122.8694784,132.4279326,1,1
-71.62947184,-148.1914001,1,1
-169.50775,52.07526383,1,1
484.8233581,81.51237191,1,1
-665.1484335,-128.5355678,1,1
-160.1033754,555.6462717,1,1
472.042241,200.8825118,1,1
-283.7834058,168.143957,1,1
-81.78590642,-27.62305213,1,1
-39.226799,439.1359796,1,1
-395.817091,612.3976123,1,1
-363.8274691,394.2901626,1,1
24.70691246,-31.24629997,1,1
147.5815704,-445.1949367,1,1
-31.53352232,112.9028908,1,1
-274.779511,509.6809171,1,1
225.7551917,178.0043062,1,1
-359.376101,-138.6063996,1,1
62.43185498,-165.5728783,1,1
-25.14365679,339.3208593,1,1
-503.1529563,-193.1671176,1,1
-268.4699315,183.674003,1,1
-536.3608234,222.1069281,1,1
-95.879026,-519.7541567,1,1
32.37229745,90.57508658,1,1
409.6510945,-331.6288553,1,1
-473.0568502,289.971507,1,1
-487.1931107,-190.6285654,1,1
262.5501509,-325.2657933,1,1
565.293694,111.570535,1,1
-48.38474467,-169.0416595,1,1
566.2881087,-12.4853574,1,1
-440.8791417,-594.337986,1,1
403.027307,-100.8851241,1,1
-153.1887691,-252.6766899,1,1
326.7981683,178.6373654,1,1
-309.4356257,-273.0648219,1,1
-309.4980151,-143.4028697,1,1
-64.82650403,350.3986707,1,1
408.4195341,443.2290291,1,1
-423.583299,22.53421514,1,1
131.7364833,-456.5622958,1,1
257.6547141,-87.05338365,1,1
663.3476443,-251.5493378,1,1
87.72088114,-511.3124967,1,1
420.0778437,-529.1913079,1,1
-420.6247675,133.1249061,1,1
