X,Y,Radius,Color,Z,X_old,Y_old,Z_old
-224.5239673,-274.7297802,1,1,35.04529851,-2.245239673,-2.747297802,0.350452985
-106.5897655,78.92476797,1,1,70.05022843,-1.065897655,0.78924768,0.700502284
243.9253215,195.1589276,1,1,127.0926861,2.439253215,1.951589276,1.270926861
284.1151486,-89.47672246,1,1,82.73423285,2.841151486,-0.894767225,0.827342329
-110.4793621,106.9394268,1,1,106.1399851,-1.104793621,1.069394268,1.061399851
270.4579608,282.6600828,1,1,123.6113258,2.704579608,2.826600828,1.236113258
278.6032565,265.8293651,1,1,126.0539812,2.786032565,2.658293651,1.260539812
-103.1182904,-34.48776118,1,1,36.0545769,-1.031182904,-0.344877612,0.360545769
77.87669241,231.4362558,1,1,113.0865226,0.778766924,2.314362558,1.130865226
237.800562,-168.0485024,1,1,44.64331377,2.37800562,-1.680485024,0.446433138
85.59756226,-293.1768847,1,1,85.40683936,0.855975623,-2.931768847,0.854068394
59.43709692,-148.2965116,1,1,83.84268333,0.594370969,-1.482965116,0.838426833
156.6014704,136.4092428,1,1,59.05705434,1.566014704,1.364092428,0.590570543
237.9820838,180.9616987,1,1,109.175014,2.379820838,1.809616987,1.09175014
-254.3604559,-73.40243413,1,1,50.20420555,-2.543604559,-0.734024341,0.502042055
-275.2999096,-279.3596925,1,1,109.2780487,-2.752999096,-2.793596925,1.092780487
288.5812313,213.55385,1,1,95.36366379,2.885812313,2.1355385,0.953636638
-246.5206804,277.0394542,1,1,85.05367263,-2.465206804,2.770394542,0.850536726
31.68905929,118.1550495,1,1,94.89216526,0.316890593,1.181550495,0.948921653
283.1081327,-242.7168795,1,1,78.64383683,2.831081327,-2.427168795,0.786438368
-182.3316649,-273.4165954,1,1,53.24147825,-1.823316649,-2.734165954,0.532414783
-14.38980603,-248.6052031,1,1,95.68804715,-0.14389806,-2.486052031,0.956880472
-32.63345209,188.7132158,1,1,95.4685537,-0.326334521,1.887132158,0.954685537
-36.6740458,221.8220479,1,1,129.768272,-0.366740458,2.218220479,1.29768272
-223.9329495,237.1938465,1,1,100.8770414,-2.239329495,2.371938465,1.008770414
-73.81473709,-49.86565719,1,1,82.02990673,-0.738147371,-0.498656572,0.820299067
-281.8228921,280.4571685,1,1,126.3265784,-2.818228921,2.804571685,1.263265784
111.1991499,103.3979553,1,1,104.1288757,1.111991499,1.033979553,1.041288757
-59.2093281,216.7852178,1,1,121.1928883,-0.592093281,2.167852178,1.211928883
-281.4907944,-236.9938257,1,1,67.51242231,-2.814907944,-2.369938257,0.675124223
-83.83420573,68.4353892,1,1,70.16520191,-0.838342057,0.684353892,0.701652019
-115.6289589,154.2941423,1,1,59.0942954,-1.156289589,1.542941423,0.590942954
-257.637203,-229.4156882,1,1,47.41872488,-2.57637203,-2.294156882,0.474187249
260.4175014,104.2377706,1,1,85.96733884,2.604175014,1.042377706,0.859673388
-276.0809626,232.4958423,1,1,90.68970702,-2.760809626,2.324958423,0.90689707
47.32678026,134.1915436,1,1,123.4151285,0.473267803,1.341915436,1.234151285
9.952921765,128.6470807,1,1,107.9182037,0.099529218,1.286470807,1.079182037
289.4965386,23.35858163,1,1,94.77758174,2.894965386,0.233585816,0.947775817
208.9976714,-298.3454644,1,1,42.19391102,2.089976714,-2.983454644,0.42193911
252.8765347,-130.360783,1,1,41.37813311,2.528765347,-1.30360783,0.413781331
-127.729408,-186.0137481,1,1,47.67919324,-1.27729408,-1.860137481,0.476791932
-17.3074335,-296.811924,1,1,99.7393224,-0.173074335,-2.96811924,0.997393224
-199.3636332,-124.8798425,1,1,59.69317429,-1.993636332,-1.248798425,0.596931743
-295.3188506,-56.26008027,1,1,96.64301932,-2.953188506,-0.562600803,0.966430193
283.3729927,-87.92542576,1,1,80.48252714,2.833729927,-0.879254258,0.804825271
26.17744679,137.9816434,1,1,127.1357286,0.261774468,1.379816434,1.271357286
72.58193563,-213.4875082,1,1,74.07366742,0.725819356,-2.134875082,0.740736674
25.02646929,-225.1911823,1,1,96.25124739,0.250264693,-2.251911823,0.962512474
87.29601787,149.2592975,1,1,103.0541932,0.872960179,1.492592975,1.030541932
202.2885245,211.1578039,1,1,76.78157664,2.022885245,2.111578039,0.767815766
83.36531569,113.5447213,1,1,102.0094129,0.833653157,1.135447213,1.020094129
-242.5421963,67.16772481,1,1,101.0771404,-2.425421963,0.671677248,1.010771404
-69.88764524,-156.1780057,1,1,65.1575431,-0.698876452,-1.561780057,0.651575431
62.90237976,87.96930571,1,1,84.06330511,0.629023798,0.879693057,0.840633051
20.1533267,274.1706331,1,1,82.72943863,0.201533267,2.741706331,0.827294386
82.58759999,-6.860936867,1,1,94.77790802,0.825876,-0.068609369,0.94777908
-209.4240121,-89.23046476,1,1,63.10856526,-2.094240121,-0.892304648,0.631085653
6.341932705,-9.854925513,1,1,112.1338237,0.063419327,-0.098549255,1.121338237
-84.84687775,15.03653059,1,1,96.0862589,-0.848468777,0.150365306,0.960862589
-83.19862683,150.8727383,1,1,106.2872744,-0.831986268,1.508727383,1.062872744
-53.43221627,102.5587197,1,1,83.7829482,-0.534322163,1.025587197,0.837829482
-86.75752507,97.7515783,1,1,78.7914787,-0.867575251,0.977515783,0.787914787
-73.17691823,-252.2637548,1,1,49.20685355,-0.731769182,-2.522637548,0.492068535
132.6714079,200.672948,1,1,98.65103906,1.326714079,2.00672948,0.986510391
-7.321040623,-17.18672274,1,1,97.36291778,-0.073210406,-0.171867227,0.973629178
295.8746723,-297.773265,1,1,80.25088014,2.958746723,-2.97773265,0.802508801
59.60454022,-252.9016943,1,1,60.91911719,0.596045402,-2.529016943,0.609191172
81.23814005,-232.8178049,1,1,71.46861717,0.812381401,-2.328178049,0.714686172
115.9957455,-118.8928698,1,1,53.53892167,1.159957455,-1.188928698,0.535389217
205.8755274,-228.4463136,1,1,63.65279362,2.058755274,-2.284463136,0.636527936
-71.79806645,40.99824356,1,1,111.9673468,-0.717980665,0.409982436,1.119673468
-86.50351785,187.2888663,1,1,77.41525518,-0.865035179,1.872888663,0.774152552
-275.3577255,-279.7144952,1,1,109.3976243,-2.753577255,-2.797144952,1.093976243
-40.41609994,-245.677085,1,1,88.48412179,-0.404160999,-2.45677085,0.884841218
104.3333083,159.0286543,1,1,65.6289918,1.043333083,1.590286543,0.656289918
204.3719224,-200.9521826,1,1,22.96144646,2.043719224,-2.009521826,0.229614465
131.4972324,160.071263,1,1,61.96780257,1.314972324,1.60071263,0.619678026
214.2917994,-99.73432695,1,1,68.6114795,2.142917994,-0.997343269,0.686114795
272.4767374,150.804721,1,1,141.1595913,2.724767374,1.50804721,1.411595913
-76.9268406,189.9623623,1,1,80.15123672,-0.769268406,1.899623623,0.801512367
-33.93290349,149.3936898,1,1,143.1914557,-0.339329035,1.493936898,1.431914557
166.659521,255.6409301,1,1,83.07330599,1.66659521,2.556409301,0.83073306
-280.3416195,-169.6583494,1,1,81.43743426,-2.803416195,-1.696583494,0.814374343
287.7252526,59.70542437,1,1,109.3033864,2.877252526,0.597054244,1.093033864
-267.5939891,38.08733623,1,1,75.88560716,-2.675939891,0.380873362,0.758856072
-103.1250853,284.460555,1,1,85.52638001,-1.031250853,2.84460555,0.8552638
-262.4829798,-167.0313234,1,1,87.18405122,-2.624829798,-1.670313234,0.871840512
-136.2864239,259.7101416,1,1,62.63044042,-1.362864239,2.597101416,0.626304404
-118.6416748,126.3502118,1,1,87.56334506,-1.186416748,1.263502118,0.875633451
-23.66200905,239.9813064,1,1,136.7393952,-0.236620091,2.399813064,1.367393952
-229.9125163,203.6638496,1,1,115.6561983,-2.299125163,2.036638496,1.156561983
-287.2345109,205.6457072,1,1,93.5734478,-2.872345109,2.056457072,0.935734478
38.23236247,-115.8976105,1,1,46.54939451,0.382323625,-1.158976105,0.465493945
28.37146998,204.0367641,1,1,100.4637112,0.2837147,2.040367641,1.004637112
-72.13045519,-4.161138234,1,1,99.05756974,-0.721304552,-0.041611382,0.990575697
-121.5577554,73.57905905,1,1,81.90960642,-1.215577554,0.73579059,0.819096064
27.22400635,-209.7841623,1,1,66.08068674,0.272240064,-2.097841623,0.660806867
38.00396504,143.131006,1,1,136.6861466,0.38003965,1.43131006,1.366861466
284.748075,196.0594506,1,1,98.53112092,2.84748075,1.960594506,0.985311209
86.30464028,17.41106197,1,1,93.57997661,0.863046403,0.17411062,0.935799766
58.77458894,-292.9698884,1,1,87.76880478,0.587745889,-2.929698884,0.877688048
-105.1153772,16.98962482,1,1,51.14179605,-1.051153772,0.169896248,0.51141796
152.9873209,78.50742857,1,1,77.04636716,1.529873209,0.785074286,0.770463672
0.958151077,45.39513195,1,1,88.90982536,0.009581511,0.45395132,0.889098254
-17.31361901,-158.1848037,1,1,98.18223667,-0.17313619,-1.581848037,0.981822367
132.1386962,130.2439058,1,1,60.93500627,1.321386962,1.302439058,0.609350063
