25pct_X,25pct_Y,25pct_Radius,25pct_Color
-187.657647,181.8955488,1,1
-83.72876614,369.8652199,1,1
212.9895342,347.0727117,1,1
194.380985,-47.26958767,1,1
-334.5724693,347.9404684,1,1
89.86630511,-251.3629836,1,1
341.9882738,-257.5347633,1,1
169.7071538,252.9540861,1,1
-117.1924705,520.3125379,1,1
325.1818339,346.803778,1,1
406.7740508,-539.4299577,1,1
-330.7732044,780.3503393,1,1
106.5917743,569.7787282,1,1
103.1520584,-394.581928,1,1
216.4972603,253.3752832,1,1
-776.5269459,-388.3862408,1,1
252.6651549,-519.8508459,1,1
413.9258335,150.2598346,1,1
-414.8469087,403.153177,1,1
-292.1601647,-520.327664,1,1
-50.54826108,-554.5113205,1,1
129.6274702,181.9893188,1,1
-330.8132354,-86.31505939,1,1
369.2024481,-103.5248853,1,1
130.4045957,-184.0115593,1,1
-426.8503094,380.6405828,1,1
272.9244507,-203.8219193,1,1
251.3226869,674.7935224,1,1
-462.9992332,408.8802151,1,1
-425.1528111,-564.7557553,1,1
323.5080372,93.85946787,1,1
28.50225807,-30.69914584,1,1
272.1391184,188.6677216,1,1
72.74405714,219.0017939,1,1
134.9102858,284.5850539,1,1
-256.3441416,642.5221709,1,1
321.0410469,597.3084137,1,1
342.4577253,42.07268319,1,1
-428.8794681,-105.1067655,1,1
-114.6174206,615.1036017,1,1
-228.7877666,232.9342159,1,1
214.2118313,143.4775424,1,1
180.5446627,164.9092484,1,1
-583.5131688,300.0555289,1,1
-787.2607039,329.1998528,1,1
-295.2941965,379.3176393,1,1
155.8635571,282.928238,1,1
-240.4393717,278.5166218,1,1
150.370349,-19.0635088,1,1
-59.6291759,-174.4870756,1,1
314.0636008,250.8969465,1,1
30.75799304,104.0729001,1,1
196.6334671,6.457159472,1,1
24.80670399,413.3113824,1,1
-775.5364316,415.6228144,1,1
490.5936784,-457.9320552,1,1
477.1169592,-173.8379072,1,1
309.3436113,-256.5454803,1,1
600.2999725,-75.75060822,1,1
280.7117235,669.9055468,1,1
-19.6831287,294.2285409,1,1
-313.2438243,182.6755717,1,1
-376.0038824,410.300109,1,1
-385.3272314,378.2737174,1,1
-267.4859849,-21.04046564,1,1
254.9553592,-382.0608881,1,1
166.8102465,-41.71126609,1,1
182.6326686,499.8909892,1,1
451.5673515,-258.0222133,1,1
361.600692,-203.1521414,1,1
-214.9771318,350.9828467,1,1
325.9838149,79.27426183,1,1
-79.64955717,-579.8317098,1,1
393.8865289,218.3130602,1,1
184.4101451,24.74970578,1,1
-308.207014,156.8681272,1,1
626.4608174,78.11596888,1,1
92.78688273,96.00656817,1,1
-243.5777073,-680.3610798,1,1
-357.0439068,602.9697489,1,1
-160.4821524,273.7146902,1,1
228.1702511,340.8517938,1,1
194.2616788,535.942159,1,1
612.8382396,-459.6432945,1,1
18.03091931,-380.6011408,1,1
186.9311971,528.708175,1,1
-141.5634395,373.4550162,1,1
607.984427,-285.1113005,1,1
448.9775787,-256.8040417,1,1
489.8453481,265.3091566,1,1
797.1439729,-320.0915717,1,1
519.8217746,188.7107902,1,1
143.7075708,-561.3918735,1,1
-98.81904779,485.5222983,1,1
660.7591643,-487.2396483,1,1
-239.8274287,-84.00761963,1,1
-159.9806277,165.268979,1,1
540.0518569,262.3846764,1,1
279.9263801,506.7148068,1,1
-828.2710891,91.03316266,1,1
-53.06748649,413.4517187,1,1
605.1051569,22.02885001,1,1
-376.192113,-436.558203,1,1
-154.6700669,-541.5477371,1,1
-148.677381,-11.1987193,1,1
133.407445,212.4875886,1,1
109.9397409,-151.1907331,1,1
65.23616559,354.8332577,1,1
-47.21931576,232.1245454,1,1
24.13425717,72.78788113,1,1
-533.0985939,132.9227457,1,1
-15.06571164,159.4517586,1,1
-70.90210241,389.026925,1,1
-134.8293012,-180.5335245,1,1
-87.99346445,31.83187512,1,1
646.4971301,169.2815649,1,1
202.3034156,-13.03252325,1,1
470.0256385,284.5909373,1,1
-379.3669214,-80.43196524,1,1
278.9849009,474.1757307,1,1
397.9905096,346.0191357,1,1
-187.5844165,-420.9298702,1,1
-620.7366314,39.96983874,1,1
-365.6550793,401.8844095,1,1
351.6510866,-89.74703311,1,1
-294.8409388,115.446164,1,1
-450.6166456,-368.2804523,1,1
270.4819778,383.7096293,1,1
-97.0727953,64.66962296,1,1
-427.9292873,366.1392699,1,1
138.0826635,264.1925671,1,1
-51.4390708,266.3752844,1,1
39.26272248,161.7575909,1,1
529.2601558,271.0810833,1,1
92.64755611,-558.3053357,1,1
237.0009161,530.2038224,1,1
-399.647848,82.88665916,1,1
-214.6337492,-372.2801625,1,1
-74.25958875,133.7012515,1,1
311.9958468,467.4270255,1,1
250.6842288,-233.0086537,1,1
281.547239,-185.4957531,1,1
-201.102185,-179.7597434,1,1
-459.985453,-278.0235618,1,1
823.8188738,-244.3759205,1,1
-45.59456857,154.3931616,1,1
-212.658236,-590.0289419,1,1
-125.7693382,390.3920791,1,1
374.41465,244.4435293,1,1
606.7353615,20.14633922,1,1
-40.31567282,-470.3007831,1,1
312.7256738,-22.03725796,1,1
-40.32606837,-215.6941208,1,1
-528.3456347,2.356668931,1,1
-300.8299492,318.7581456,1,1
-372.0040188,-432.072064,1,1
24.85548691,651.7182031,1,1
468.2394226,-699.6068985,1,1
-236.0093567,247.6396297,1,1
281.3805844,245.9750003,1,1
-500.4035942,-282.0293581,1,1
674.9473206,54.8277682,1,1
522.664569,180.7093989,1,1
73.43615004,301.8645795,1,1
-268.4219867,-152.9198775,1,1
318.1921655,369.8221987,1,1
190.3714357,-237.1675906,1,1
-175.4474043,-672.6313208,1,1
395.7170787,444.3847388,1,1
318.5506288,445.0692307,1,1
-11.39754688,-616.6544534,1,1
571.7217807,219.8466255,1,1
182.0776133,-272.9768541,1,1
-709.8559346,-296.2569203,1,1
-469.1549257,-418.6368294,1,1
289.4248762,-566.9856154,1,1
142.4083499,-584.1105773,1,1
-520.4949245,190.529799,1,1
-420.8638567,-358.9492627,1,1
200.2855189,140.663591,1,1
-177.9169816,-207.7712402,1,1
-11.7692565,-223.0020059,1,1
-97.75481261,220.0701921,1,1
-71.25275605,75.97510552,1,1
-384.8180261,390.1895885,1,1
-298.0147381,417.0573757,1,1
-221.3633143,-441.0115438,1,1
337.8775324,-297.7995635,1,1
556.5413011,297.7257209,1,1
-41.55664149,-190.9498428,1,1
-503.2904728,-352.5511233,1,1
-494.1273042,446.6976289,1,1
719.216676,-127.0401849,1,1
66.9276843,-237.451386,1,1
-98.10698136,346.4373499,1,1
-238.475884,-22.06395816,1,1
-93.35582534,183.0842996,1,1
129.8729275,147.5083827,1,1
-250.0921076,-655.9305507,1,1
113.8075684,329.5791593,1,1
-422.0222832,-475.7663032,1,1
9.278076041,324.9345593,1,1
-684.6241263,-32.39181368,1,1
304.3223604,366.8995669,1,1
38.45830107,572.4468813,1,1
