X,Y,Radius,Color
689,110.36,1,1
452,475.33,1,1
798.58,188,1,1
510,351,1,1
468,604,1,1
444,513.53,1,1
378,921.44,1,1
98,742.44,1,1
306,627.09,1,1
646.43,676.37,1,1
238.62,399,1,1
739,566.52,1,1
637.54,724.46,1,1
643.49,287,1,1
392,618,1,1
781,752,1,1
775,805.4,1,1
223.56,589,1,1
491.47,224,1,1
694.54,243,1,1
863,576,1,1
764,741.39,1,1
356,668,1,1
524,893.35,1,1
613,864,1,1
706,194.41,1,1
402,568.49,1,1
686.92,346,1,1
740.46,619,1,1
486.39,310.31,1,1
251.93,675,1,1
404,511.54,1,1
671,645,1,1
224,540,1,1
379,802.54,1,1
584,658.44,1,1
510,965.57,1,1
237,653.64,1,1
433.66,831.53,1,1
741,742.06,1,1
473,300.11,1,1
136.48,568,1,1
426,558.45,1,1
489.33,568.32,1,1
354,608.29,1,1
449,866.59,1,1
346,441,1,1
681.51,631,1,1
213,650.47,1,1
530,762.7,1,1
424.65,450,1,1
573,719.32,1,1
270.48,596.43,1,1
273,631,1,1
600,734,1,1
704.48,799,1,1
821,580.78,1,1
417,905.63,1,1
736.55,220.75,1,1
779,571.26,1,1
397.57,391.41,1,1
552.54,877.61,1,1
405.63,613,1,1
564,350.1,1,1
434.91,314,1,1
583,176,1,1
257,716,1,1
416.46,582.7,1,1
747.32,340,1,1
379,476.47,1,1
777.47,698,1,1
681,792.25,1,1
440.4,651.57,1,1
668.48,645.39,1,1
853,686,1,1
470,246,1,1
282,501,1,1
357,354,1,1
351.43,811,1,1
327,670,1,1
860.56,624,1,1
708.34,819.32,1,1
563,933.62,1,1
804,751.45,1,1
339.49,720,1,1
803,617,1,1
717,670.6,1,1
340,453.35,1,1
339,836,1,1
663.3,842.49,1,1
498,630,1,1
645.53,264.6,1,1
595.51,320.33,1,1
359,578.16,1,1
518.23,222,1,1
757.44,786.47,1,1
484,424.57,1,1
451.5,358,1,1
439.54,892.95,1,1
738,551,1,1
402,367,1,1
398,344,1,1
558.96,656.41,1,1
701.61,669.39,1,1
577.71,248,1,1
