X,Y,Radius,Color
519,766.35,1,1
871.53,545,1,1
200,863.54,1,1
606,308,1,1
277.57,848,1,1
400.64,452,1,1
172.47,922,1,1
356,737.62,1,1
618.27,181,1,1
594.23,790.4,1,1
299,597,1,1
842,502.58,1,1
361,175,1,1
811,751,1,1
1085,645,1,1
1061,721,1,1
1059,672,1,1
1033,620,1,1
1026,675,1,1
1014,655,1,1
1013,895,1,1
1012,691,1,1
1009,760,1,1
983,887,1,1
979,579,1,1
973,804,1,1
973,766,1,1
972,641,1,1
953,602,1,1
945,794,1,1
944,700,1,1
939,826,1,1
938,880,1,1
938,655,1,1
936,631,1,1
934,539,1,1
933,720,1,1
930,958,1,1
927,667,1,1
927,600,1,1
910,957,1,1
903,753,1,1
903,633,1,1
898,654,1,1
896,541,1,1
891,618,1,1
885,682,1,1
877,824,1,1
873,889,1,1
868,504,1,1
865,624,1,1
864,559,1,1
863,181,1,1
862,608,1,1
853,662,1,1
847,938,1,1
836,813,1,1
833,521,1,1
832,799,1,1
832,578,1,1
830,907,1,1
828,1085,1,1
827,274,1,1
825,706,1,1
825,656,1,1
824,594,1,1
822,959,1,1
821,611,1,1
818,865,1,1
818,768,1,1
813,892,1,1
809,579,1,1
808,915,1,1
807,645,1,1
797,503,1,1
795,669,1,1
795,556,1,1
792,416,1,1
791,691,1,1
791,581,1,1
786,795,1,1
783,907,1,1
782,607,1,1
780,810,1,1
778,785,1,1
776,529,1,1
774,549,1,1
771,953,1,1
757,835,1,1
756,525,1,1
755,665,1,1
751,331,1,1
747,619,1,1
743,878,1,1
742,410,1,1
740,731,1,1
737,433,1,1
728,693,1,1
728,503,1,1
728,477,1,1
727,922,1,1
723,333,1,1
721,738,1,1
718,856,1,1
717,536,1,1
715,366,1,1
714,682,1,1
707,911,1,1
706,314,1,1
705,262,1,1
703,420,1,1
702,454,1,1
702,225,1,1
700,128,1,1
698,391,1,1
697,888,1,1
694,571,1,1
690,521,1,1
690,373,1,1
678,867,1,1
675,529,1,1
675,348,1,1
675,165,1,1
672,569,1,1
671,778,1,1
671,399,1,1
666,487,1,1
666,199,1,1
663,671,1,1
663,71,1,1
660,143,1,1
655,456,1,1
652,269,1,1
650,318,1,1
647,838,1,1
646,437,1,1
645,744,1,1
645,709,1,1
642,803,1,1
642,789,1,1
642,345,1,1
641,513,1,1
641,449,1,1
641,260,1,1
640,207,1,1
628,279,1,1
626,89,1,1
622,540,1,1
621,106,1,1
609,46,1,1
604,274,1,1
603,813,1,1
597,896,1,1
597,246,1,1
593,449,1,1
591,393,1,1
585,238,1,1
580,424,1,1
579,318,1,1
575,824,1,1
572,290,1,1
570,780,1,1
570,177,1,1
569,200,1,1
567,476,1,1
562,261,1,1
560,865,1,1
560,772,1,1
559,454,1,1
557,153,1,1
555,94,1,1
554,58,1,1
553,80,1,1
548,320,1,1
546,770,1,1
544,224,1,1
541.41,830,1,1
541,365,1,1
530,391,1,1
529,713,1,1
529,0,1,1
528,866,1,1
526,420,1,1
517,351,1,1
515,186,1,1
513,213,1,1
510,726,1,1
510,706,1,1
505,860,1,1
505,259,1,1
497,675,1,1
493,785,1,1
487,191,1,1
482,888,1,1
479,689,1,1
478,130,1,1
477,203,1,1
475,404,1,1
473,900,1,1
473,257,1,1
464,735,1,1
461,759,1,1
448,209,1,1
447,775,1,1
445,491,1,1
443,306,1,1
439,711,1,1
429.69,800.73,1,1
430,767,1,1
426,302,1,1
425,275,1,1
418,97,1,1
417,185,1,1
412,926,1,1
411,586,1,1
408,422,1,1
406.7,833.72,1,1
401,531,1,1
397,795,1,1
394,316,1,1
390,858,1,1
390,394,1,1
390,271,1,1
389,149,1,1
375,552,1,1
374,836,1,1
367,435,1,1
360,114,1,1
359,357,1,1
356,963,1,1
347.33,320.7,1,1
345,652,1,1
345,301,1,1
342,879,1,1
341,943,1,1
340,400,1,1
332,679,1,1
331,144,1,1
330,531,1,1
326,843,1,1
320,293,1,1
318,744,1,1
315,489,1,1
315,147,1,1
312,378,1,1
311,626,1,1
311,571,1,1
310,764,1,1
306,475,1,1
304,841,1,1
299,299,1,1
296,193,1,1
295,638,1,1
294,774,1,1
292,521,1,1
291,902,1,1
289,918,1,1
287,615,1,1
287,337,1,1
287,133,1,1
285,585,1,1
284,806,1,1
283,659,1,1
283,645,1,1
282,77,1,1
275,342,1,1
275,105,1,1
265,274,1,1
262,229,1,1
261,529,1,1
259,586,1,1
255.3,615.7,1,1
254,172,1,1
249,665,1,1
239,583,1,1
237,682,1,1
232,615,1,1
232,447,1,1
223,829,1,1
218,604,1,1
217,667,1,1
217,534,1,1
214.3,1020.7,1,1
206,598,1,1
206,408,1,1
205,567,1,1
204,1014,1,1
187,492,1,1
185,688,1,1
174,555,1,1
173,883,1,1
173,709,1,1
166,970,1,1
166,842,1,1
156,544,1,1
155,594,1,1
151,812,1,1
150,1042,1,1
146,916,1,1
146,725,1,1
132,758,1,1
131,609,1,1
126,560,1,1
106,558,1,1
101,822,1,1
101,678,1,1
95,643,1,1
89,613,1,1
88,889,1,1
83,748,1,1
81,709,1,1
77,723,1,1
75,630,1,1
71,770,1,1
61,804,1,1
46,692,1,1
41,828,1,1
40,705,1,1
15,732,1,1
160,651.32,1,1
657.39,742,1,1
656,422,1,1
613,462,1,1
857,520.6,1,1
320,304.57,1,1
690.25,632,1,1
454.26,337,1,1
234.76,629,1,1
715,815,1,1
369,303,1,1
261,629.13,1,1
614,210,1,1
440,792.48,1,1
263.75,743.54,1,1
261,743,1,1
715,813,1,1
354,811,1,1
394.71,346.62,1,1
397.31,199,1,1
44.561,654,1,1
324.34,908,1,1
270,522.53,1,1
483,835,1,1
452.5,728.53,1,1
717,794,1,1
294,412,1,1
830,499,1,1
669,825,1,1
671,813,1,1
854,508.67,1,1
43,657,1,1
719,783,1,1
353,813,1,1
679,825,1,1
653,348,1,1
645.7,145,1,1
401,199.58,1,1
309,210.45,1,1
566.53,272.55,1,1
458.54,346.54,1,1
302,418.57,1,1
197.54,812.55,1,1
593,261,1,1
337,475,1,1
376.5,878,1,1
354,777,1,1
459.3,718.71,1,1
1056,804.67,1,1
1019,809.67,1,1
1018,740.67,1,1
1008,621.67,1,1
994,796.67,1,1
958,676.67,1,1
881,836.67,1,1
876,942.68,1,1
871,930.67,1,1
856,708.67,1,1
854,825.67,1,1
846,760.67,1,1
832,886.67,1,1
821,443.67,1,1
814,839.67,1,1
810,942.67,1,1
803,859.67,1,1
762,804.67,1,1
757,546.67,1,1
754,473.67,1,1
747,890.67,1,1
722,722.67,1,1
720,261.67,1,1
717,155.67,1,1
714,559.67,1,1
704,190.67,1,1
687,843.67,1,1
687,259.67,1,1
686,135.67,1,1
682,452.67,1,1
678,273.67,1,1
672,472.67,1,1
662,46.674,1,1
649,567.67,1,1
649,180.67,1,1
645,602.67,1,1
634,494.67,1,1
620,304.68,1,1
619,858.67,1,1
618,750.67,1,1
616,433.67,1,1
610,711.67,1,1
608,836.67,1,1
602,721.66,1,1
602,336.67,1,1
597,515.67,1,1
587,131.67,1,1
582,699.67,1,1
578,210.67,1,1
577,188.67,1,1
574,859.67,1,1
574,359.67,1,1
569,742.67,1,1
562,7.6743,1,1
558,696.67,1,1
552,423.67,1,1
535,746.67,1,1
513,915.67,1,1
509,737,1,1
507,807.67,1,1
486,845,1,1
477,868.67,1,1
473,285.67,1,1
442,257.67,1,1
439,855.67,1,1
437,369.67,1,1
434,447.67,1,1
427,336.67,1,1
420,683.67,1,1
416,436.67,1,1
416,57.674,1,1
415,875.67,1,1
413,17.674,1,1
410,268.67,1,1
406,732.67,1,1
400,84.674,1,1
392,431.67,1,1
392,107.67,1,1
388,829.67,1,1
380,800.67,1,1
375,509.67,1,1
375,461.67,1,1
373,591.67,1,1
372,333.67,1,1
370,167.67,1,1
362,455.67,1,1
360,481.67,1,1
352,52.674,1,1
350,233.67,1,1
348,568.67,1,1
343,105.67,1,1
342,175.67,1,1
336,381.67,1,1
334,458.67,1,1
334,319.67,1,1
327.21,897.89,1,1
316,948.67,1,1
312,521.67,1,1
304,785.67,1,1
291,555.67,1,1
291,540.67,1,1
279,881.67,1,1
279,406.67,1,1
274,494.67,1,1
274,426.67,1,1
272,987.67,1,1
269,912.67,1,1
268,355.67,1,1
261,325.67,1,1
251,767.67,1,1
245,518.67,1,1
235,852.67,1,1
233,415.67,1,1
225,868.67,1,1
205,386.67,1,1
201,546.67,1,1
151,989.67,1,1
145,675.67,1,1
130,677.67,1,1
124,955.67,1,1
107,716.67,1,1
84,956.67,1,1
76,684.67,1,1
57,852.67,1,1
37,755.67,1,1
20,836.67,1,1
2,792.67,1,1
873,586,1,1
768.44,466,1,1
733,536,1,1
256,949.54,1,1
168.72,609,1,1
387.29,345.63,1,1
236,890,1,1
223.75,569,1,1
183,529,1,1
184.49,945.56,1,1
115.49,746.55,1,1
1003,601,1,1
638,360.78,1,1
379,491.76,1,1
261.5,637.79,1,1
234.45,899,1,1
592,264,1,1
695,496.75,1,1
378,486.15,1,1
243.73,609.76,1,1
779,468.6,1,1
378,875,1,1
1010,595,1,1
732,389.53,1,1
196,885,1,1
122.7,745.63,1,1
665.84,747,1,1
549.84,835,1,1
419,831.67,1,1
326.43,807.22,1,1
58,692.65,1,1
723.48,396,1,1
660,432.6,1,1
638,851.21,1,1
362.44,311.56,1,1
341.42,332.18,1,1
299.48,216,1,1
227.42,634,1,1
635,358,1,1
912,569,1,1
636.48,857,1,1
729.43,529,1,1
373,392,1,1
891.31,793.64,1,1
705,798.65,1,1
606.31,458.63,1,1
606,202.68,1,1
416,307.64,1,1
398.3,240.62,1,1
330,481,1,1
244,713.66,1,1
438,195,1,1
897.75,796.61,1,1
779.43,834,1,1
639.45,146,1,1
296,449.25,1,1
203,891.65,1,1
193,528.57,1,1
379,386,1,1
344.91,353.17,1,1
232,700,1,1
696,491.18,1,1
623,774.16,1,1
270,511.83,1,1
248.3,946.62,1,1
236,934,1,1
696.8,635,1,1
238,927.26,1,1
616,237.29,1,1
783.7,829.18,1,1
217.27,568.56,1,1
450,798.61,1,1
710,822,1,1
406.72,244.64,1,1
163.26,612,1,1
361,781.61,1,1
326.49,816,1,1
914.6,560,1,1
299,455,1,1
162,657,1,1
620.73,241,1,1
437.58,186.23,1,1
6.6819,711,1,1
0,717,1,1
875.47,578,1,1
628,779,1,1
234,704,1,1
192.78,943.59,1,1
196.41,802.22,1,1
1.5761,714,1,1
344,342.24,1,1
