X,Y,Radius,Color
387.6,572,1,1
103.52,672.42,1,1
0,720,1,1
60.515,632,1,1
97.817,662,1,1
157.52,677,1,1
150.21,732,1,1
76.515,598.33,1,1
163.02,505,1,1
1084.5,569,1,1
1076.5,1022,1,1
1060.5,1046,1,1
842.52,952,1,1
773.52,904,1,1
694.52,762,1,1
563.52,828,1,1
465.52,0,1,1
433.52,62,1,1
419.52,112,1,1
417.52,556,1,1
403.52,605,1,1
402.52,636,1,1
399.52,711,1,1
384.52,464,1,1
382.52,766,1,1
381.52,92,1,1
371.52,347,1,1
348.52,526,1,1
338.52,694,1,1
335.52,583,1,1
335.52,206,1,1
333.52,245,1,1
330.52,342,1,1
322.52,449,1,1
321.52,625,1,1
320.52,519,1,1
318.52,698,1,1
318.52,571,1,1
317.52,244,1,1
310.52,354,1,1
301.52,711,1,1
296.52,407,1,1
286.52,638,1,1
280.52,606,1,1
274.52,725,1,1
270.52,446,1,1
269.52,392,1,1
264.52,345,1,1
263.52,658,1,1
256.52,711,1,1
254.52,354,1,1
248.52,626,1,1
245.52,663,1,1
236.52,366,1,1
233.52,657,1,1
232.52,710,1,1
230.52,481,1,1
229.52,821,1,1
227.52,533,1,1
187.52,452,1,1
181.52,698,1,1
181.52,677,1,1
156.52,750,1,1
154.52,539,1,1
138.52,679,1,1
130.52,666,1,1
119.52,727,1,1
119.52,620,1,1
91.515,750,1,1
26.515,752,1,1
16.515,764,1,1
246.31,679,1,1
33.78,659,1,1
356.81,499.62,1,1
173.52,457.44,1,1
61.942,692,1,1
104.52,580,1,1
311.52,220.05,1,1
242.77,678,1,1
307.52,381,1,1
280.52,322,1,1
299.52,243,1,1
40.515,666.58,1,1
172.52,481,1,1
185.15,711.21,1,1
81.515,658,1,1
879.52,968.67,1,1
797.52,857.67,1,1
785.52,824.67,1,1
474.52,34.672,1,1
451.52,48.668,1,1
444.52,185.67,1,1
406.52,60.668,1,1
371.52,441.67,1,1
367.52,161.67,1,1
360.52,254.67,1,1
353.52,318.67,1,1
327.52,551.67,1,1
303.52,569.67,1,1
270.52,307.67,1,1
264.23,732.66,1,1
244.52,424.67,1,1
241.52,722.67,1,1
236.52,619.68,1,1
227.52,724.67,1,1
187.52,720,1,1
178.52,759.67,1,1
175.52,435.67,1,1
129.52,753.67,1,1
113.52,663.68,1,1
45.515,698.67,1,1
163.52,709.64,1,1
231.52,683.64,1,1
99.515,638.71,1,1
421.52,45,1,1
364.24,501,1,1
409.52,84,1,1
100.01,571,1,1
55.515,735,1,1
91.082,592,1,1
103.52,648,1,1
274.88,671.69,1,1
144.52,732.57,1,1
1078.5,1084.6,1,1
31.515,732.56,1,1
152.87,496.82,1,1
28.24,693,1,1
79.97,609,1,1
65.515,738.62,1,1
93.515,610.76,1,1
274.97,330.56,1,1
413.52,77.294,1,1
62.515,620.2,1,1
318.52,386.64,1,1
154.52,715.64,1,1
171.52,467.86,1,1
71.262,668,1,1
68.515,668.47,1,1
13.038,741,1,1
1081.5,1079,1,1
79.195,675,1,1
424.52,43,1,1
305.22,240,1,1
176.7,709.54,1,1
20.82,695.63,1,1
260.78,673.59,1,1
11.054,732,1,1
97.515,626,1,1
110.19,601,1,1
54.903,653,1,1
85.515,644.57,1,1
74.515,680.69,1,1
63.515,659,1,1
158.52,487,1,1
38.292,731.59,1,1
76.515,626.27,1,1
92.836,631,1,1
165.09,479.35,1,1
68.515,688.67,1,1
61.515,651,1,1
89.515,601.45,1,1
78.265,635,1,1
268.52,672.66,1,1
105.52,600,1,1
69.515,650.42,1,1
99.515,603,1,1
102.52,600,1,1
157.41,494.32,1,1
70.515,624.38,1,1
69.515,632,1,1
175.98,463.22,1,1
