X,Y,Radius,Color
949.57,536,1,1
77,299.15,1,1
450.92,197,1,1
1008.5,991.47,1,1
623,242,1,1
960,834,1,1
110,494.64,1,1
937.7,626,1,1
37,7,1,1
1034,1067,1,1
116.24,634,1,1
110.59,455.39,1,1
786.57,117,1,1
1065,1014,1,1
444,225.58,1,1
155,658,1,1
403,76,1,1
954.53,888,1,1
943,645,1,1
379.19,118,1,1
37,77,1,1
176,657,1,1
559.42,252,1,1
719,160.48,1,1
900.43,477.58,1,1
567,293,1,1
20,141,1,1
424,152.37,1,1
357,100,1,1
356,102.46,1,1
963,950,1,1
797,177,1,1
1016.6,926.61,1,1
786,181.44,1,1
887,500,1,1
73.455,216,1,1
89,418,1,1
390,119,1,1
54.371,166,1,1
876,636.61,1,1
938,466,1,1
68,120.56,1,1
893.42,798.42,1,1
731,229,1,1
100,521.59,1,1
91,531,1,1
590,274,1,1
1078.6,1073.6,1,1
1025.3,998.63,1,1
474,199,1,1
928,496,1,1
888,551,1,1
480.55,219,1,1
449,237.48,1,1
499.43,182,1,1
515,235.4,1,1
526,218,1,1
77,288.15,1,1
26.576,34,1,1
0,64,1,1
34,53.497,1,1
1080,1056,1,1
1049,1080,1,1
1004,961,1,1
983,961,1,1
951,932,1,1
948,726,1,1
944,876,1,1
942,837,1,1
941,1022,1,1
937,803,1,1
934,720,1,1
933,753,1,1
931,641,1,1
924,570,1,1
923,476,1,1
921,587,1,1
918,548,1,1
917,655,1,1
909,560,1,1
905,792,1,1
904,766,1,1
903,671,1,1
901.58,647,1,1
898,495,1,1
891,678,1,1
877,653,1,1
790,205,1,1
781,104,1,1
778,214,1,1
774,114,1,1
744.44,172,1,1
714,185,1,1
712,248,1,1
710,199,1,1
664,215,1,1
658,278,1,1
651,182,1,1
642,241,1,1
607,198,1,1
560,232,1,1
551,293,1,1
550,241,1,1
549,266,1,1
499,231,1,1
472.42,214,1,1
461,252,1,1
432,233,1,1
411,48,1,1
402,148,1,1
368,163,1,1
362,124,1,1
340,57,1,1
163,667,1,1
160,642,1,1
154,552,1,1
145,600,1,1
143,651,1,1
126,479,1,1
112,340,1,1
109,534,1,1
102.56,471,1,1
99,625,1,1
64,196,1,1
50,255,1,1
42,292,1,1
25,125,1,1
19,92,1,1
17,154.59,1,1
15,168,1,1
602,291.43,1,1
1045,976.61,1,1
36,54,1,1
119,580,1,1
382.47,166.58,1,1
938,666,1,1
1026,941.51,1,1
947.51,558,1,1
620,209.77,1,1
429.73,183,1,1
19,12,1,1
909.65,818,1,1
104,323.59,1,1
925,513.8,1,1
934,445.29,1,1
1036.5,946,1,1
35,323.16,1,1
361,55,1,1
388.69,156.63,1,1
534.76,222,1,1
915,620.53,1,1
375,135,1,1
412,131,1,1
767,217,1,1
486,166,1,1
54,139,1,1
872.32,708.61,1,1
1005,1008,1,1
44,277.58,1,1
777,199.55,1,1
428.53,203,1,1
124,636,1,1
687.51,175,1,1
918,506.6,1,1
784.74,142,1,1
729,143,1,1
127.68,582.62,1,1
28.744,146,1,1
1042,1021,1,1
29.454,341,1,1
1080.5,1019.5,1,1
946,513.5,1,1
894,628,1,1
755,171,1,1
734,213.54,1,1
88,373,1,1
73,103.44,1,1
53,406.53,1,1
43,339,1,1
90,503,1,1
1039.7,933.33,1,1
938.43,775,1,1
919.51,788.53,1,1
727,169.58,1,1
628.8,291.55,1,1
429.52,214.55,1,1
358.56,66.54,1,1
459,204,1,1
373,66,1,1
707,213,1,1
418.5,171.73,1,1
901.4,693,1,1
99,432,1,1
1083,1026,1,1
764,194,1,1
679.46,165,1,1
988,928.67,1,1
976.72,971.73,1,1
952,793.67,1,1
947,479.67,1,1
944,815.67,1,1
940,592,1,1
916,527.67,1,1
909,721.71,1,1
889,568.67,1,1
748,121.67,1,1
730,198.66,1,1
713,150,1,1
644,201.67,1,1
589,256.67,1,1
583,224.67,1,1
546,214.66,1,1
530,246.67,1,1
508,208.67,1,1
505,254.67,1,1
414,112.67,1,1
390,63,1,1
143,508.67,1,1
137,495.67,1,1
74,164.67,1,1
64,145.63,1,1
61,369.67,1,1
58,286.67,1,1
46,383.67,1,1
42,311.66,1,1
42,221.67,1,1
34,203.67,1,1
23,287.67,1,1
5,122.67,1,1
1049.5,966,1,1
585,208,1,1
49,417,1,1
32,160,1,1
95,510,1,1
995.7,890.55,1,1
889,540,1,1
0,94,1,1
1049,1047,1,1
473.74,185,1,1
99,611,1,1
416.4,166.8,1,1
384.74,40,1,1
1017,949.61,1,1
47.576,397.23,1,1
379.34,154.62,1,1
1035,992.65,1,1
798,191.57,1,1
723.49,210,1,1
80.479,148.78,1,1
919,754,1,1
915,610.13,1,1
883.28,627.69,1,1
1061,1047.6,1,1
995,980,1,1
942,782.56,1,1
881,709,1,1
635,217.56,1,1
629,274.56,1,1
393,93,1,1
385.35,133.7,1,1
139,525,1,1
130.35,567.7,1,1
98.458,455,1,1
74,243,1,1
47,47,1,1
969.71,869,1,1
953.55,859,1,1
865,667.79,1,1
634,249.63,1,1
87.712,439.65,1,1
74,429.15,1,1
47,88.126,1,1
894,513.16,1,1
1053,950.67,1,1
1035.5,962.56,1,1
1008,943.47,1,1
937,573,1,1
903,736,1,1
646,290,1,1
117,652,1,1
108,583.61,1,1
79,367.49,1,1
20,28,1,1
744,134.54,1,1
599,233.34,1,1
881.32,543.61,1,1
123.73,465,1,1
1065,1002.1,1,1
1013,1015.2,1,1
967.16,907,1,1
951.45,776,1,1
42.213,120.58,1,1
130,398,1,1
764,134.67,1,1
18.21,0,1,1
795,159,1,1
150,576,1,1
605,255.91,1,1
137,627,1,1
1008.5,911.55,1,1
918,766.49,1,1
907.49,701.55,1,1
878.46,719.57,1,1
565,262,1,1
456.46,214.57,1,1
96.436,601,1,1
90.476,466.54,1,1
0.48252,47.541,1,1
1045,1031.9,1,1
67,251,1,1
602.8,243,1,1
394,50.19,1,1
119,553.2,1,1
350,82.25,1,1
1019.3,977.19,1,1
887,515,1,1
31,18.594,1,1
94,426,1,1
942.57,580,1,1
15,11,1,1
20.608,50,1,1
684,158,1,1
615,247.62,1,1
53.684,184,1,1
48,326.54,1,1
922,624.58,1,1
1033,1005,1,1
997,997.65,1,1
991,985,1,1
911,458,1,1
902,820,1,1
902,524.66,1,1
754.26,143.73,1,1
647,281.16,1,1
643.72,215.62,1,1
574.73,254,1,1
381,72.634,1,1
350,88,1,1
1022,982,1,1
974.87,907,1,1
757,193,1,1
464.83,229,1,1
423.43,191,1,1
172.47,688,1,1
122.79,654.6,1,1
80.489,396,1,1
47.448,368,1,1
45.706,97,1,1
935.31,459.19,1,1
922,841.69,1,1
74,512,1,1
922.67,744,1,1
962.28,869.59,1,1
1078,1042,1,1
1075,1042.5,1,1
1009,1023,1,1
928.27,556.63,1,1
914.2,742,1,1
908.26,843.64,1,1
893,811,1,1
891,653.19,1,1
887.72,694.63,1,1
780.73,160.64,1,1
778.31,185,1,1
705.74,169,1,1
702,159.14,1,1
528,207.15,1,1
493,170,1,1
376.28,41.624,1,1
147.73,526.62,1,1
119,508.16,1,1
98.709,483.62,1,1
75.292,491,1,1
69,434,1,1
36.268,95.612,1,1
925,772,1,1
77.743,510,1,1
938,553.56,1,1
912.47,492.22,1,1
68.191,219,1,1
414.74,132,1,1
390.66,95,1,1
51,123,1,1
144,561.15,1,1
84.511,458,1,1
80.577,142.26,1,1
458.21,228,1,1
33,158,1,1
360.24,42,1,1
595.19,239,1,1
100.56,304.21,1,1
895,661,1,1
777,138,1,1
990,908,1,1
889.22,662,1,1
772,174,1,1
714,228,1,1
606,299,1,1
372,92,1,1
154,689,1,1
1060,1031.2,1,1
144.49,632,1,1
868,694,1,1
