X,Y,Radius,Color
364.5,167.43,1,1
465,839.39,1,1
482.52,270.48,1,1
752.45,678,1,1
297,470.53,1,1
634,627,1,1
333,299,1,1
607.5,224.48,1,1
556,605,1,1
384.07,830,1,1
685.54,360.47,1,1
468.53,637,1,1
520,323.85,1,1
509,663,1,1
649.47,922.42,1,1
413.54,562,1,1
417.59,661,1,1
270,701.45,1,1
748.5,282,1,1
625,361,1,1
625,450,1,1
293,574.33,1,1
414.95,702,1,1
776,394,1,1
905,636.29,1,1
547.46,383.64,1,1
273,588,1,1
425,817,1,1
644,478.57,1,1
757,429,1,1
313,696.36,1,1
839,555.02,1,1
730,415,1,1
937,780.3,1,1
636.5,229.61,1,1
615.76,297,1,1
356,444.64,1,1
846,711,1,1
455.51,344,1,1
278.42,478,1,1
283,613,1,1
293,586.9,1,1
473,229.59,1,1
685.28,678.44,1,1
233.53,560,1,1
440,840.62,1,1
485,779.56,1,1
594,542.26,1,1
777,670.63,1,1
653,852.52,1,1
626,610.63,1,1
641,441,1,1
676,324.57,1,1
786,440.57,1,1
447,797,1,1
492,220.67,1,1
573.45,388.51,1,1
500.92,926,1,1
506.15,845,1,1
641,542,1,1
778,765.5,1,1
835,535.99,1,1
486.27,705,1,1
393.47,326.63,1,1
927.47,620.56,1,1
359.51,614,1,1
835,594.55,1,1
776.42,426,1,1
445,715,1,1
899,464.59,1,1
953.32,796,1,1
394,774.62,1,1
391,774.33,1,1
336.59,333,1,1
688.49,606,1,1
570.68,864.41,1,1
564,349,1,1
378,358.51,1,1
839,806,1,1
283,534.6,1,1
761,856,1,1
637.63,288,1,1
846.48,561.53,1,1
455.81,615,1,1
752,657,1,1
398,215,1,1
329,661.45,1,1
507,211,1,1
396.58,672,1,1
686.5,779.55,1,1
643,464,1,1
540,712,1,1
667.52,533.48,1,1
371,703.38,1,1
882,600,1,1
581.55,928.43,1,1
564,597,1,1
523.21,749,1,1
574,839.2,1,1
627,845,1,1
714.52,620,1,1
748,633.56,1,1
818,511.33,1,1
767.38,470,1,1
611.35,825,1,1
514.26,859,1,1
521,303,1,1
877,551.26,1,1
463.63,772,1,1
435.55,308.58,1,1
849,491,1,1
794.54,478,1,1
737,672,1,1
611.44,777,1,1
439.68,340.7,1,1
773.5,373.56,1,1
522.54,876,1,1
655.48,795.4,1,1
533.3,661.55,1,1
594,819.51,1,1
514,917,1,1
904.55,749,1,1
660,238,1,1
572.46,777,1,1
810,521.49,1,1
274.38,449,1,1
947,808,1,1
646.56,413,1,1
887,664,1,1
820.59,791,1,1
562,711.87,1,1
442.46,823.34,1,1
815.55,280.55,1,1
637,397,1,1
488.6,918,1,1
423,296,1,1
365.71,444.62,1,1
395,248,1,1
812,577.62,1,1
717.34,793,1,1
300,686,1,1
937,765,1,1
442,852,1,1
971.54,813,1,1
874,542.28,1,1
800,630,1,1
396,612,1,1
767,592,1,1
441.5,600,1,1
412.27,332,1,1
840.7,499.66,1,1
385,666.49,1,1
400,718,1,1
686,650.6,1,1
1085,664,1,1
1076,765,1,1
1044,771,1,1
1023,769,1,1
1019,733,1,1
1001,728,1,1
1000,664,1,1
998,584,1,1
991,878,1,1
984,696,1,1
980,860,1,1
980,648,1,1
979,730,1,1
977,831,1,1
969,586,1,1
968,687,1,1
967,728,1,1
965,883,1,1
965,673,1,1
954,825,1,1
951,557,1,1
949,719,1,1
941,676,1,1
939,840,1,1
937.45,732,1,1
935,244,1,1
927,573,1,1
912,730,1,1
902.45,688,1,1
895,729,1,1
894,520,1,1
892,795,1,1
887,463,1,1
886,685,1,1
885,719,1,1
882,623,1,1
879,499,1,1
873,326,1,1
872,432,1,1
871,820,1,1
871,778,1,1
871,402,1,1
869,801,1,1
866,743,1,1
862,718,1,1
859,555,1,1
853,578,1,1
852,361,1,1
850,730,1,1
849,509,1,1
848,374,1,1
846,834,1,1
844,304,1,1
842,403,1,1
840,420,1,1
837,872,1,1
835,824,1,1
831,336,1,1
829,904,1,1
818,664,1,1
813,422,1,1
808,324,1,1
804,204,1,1
802,826,1,1
802,444,1,1
778,911,1,1
777,695,1,1
769,840,1,1
764,650,1,1
753,300,1,1
746.32,409.72,1,1
737.31,321.71,1,1
736,219,1,1
724,279,1,1
717,773,1,1
717,333,1,1
709,320,1,1
705,306,1,1
691.4,743,1,1
688,883,1,1
684,272,1,1
683,917,1,1
676,707,1,1
673,994,1,1
673,879,1,1
668,629,1,1
657,890,1,1
651,344.57,1,1
649.32,596.71,1,1
646,883,1,1
646,645,1,1
643,563,1,1
639,957,1,1
638,512,1,1
636.6,603,1,1
631.42,488,1,1
