X,Y,Radius,Color
296,409.71,1,1
260,551.32,1,1
321.14,583.33,1,1
304.16,458.33,1,1
252,531.33,1,1
287.45,526.84,1,1
371.48,611.33,1,1
222.25,571.33,1,1
246.47,440.89,1,1
290,545.33,1,1
411,655.33,1,1
218,516.33,1,1
243,477.96,1,1
307.6,573.33,1,1
379,588.33,1,1
1085,370.33,1,1
797,375.33,1,1
748,721.33,1,1
617,1085.3,1,1
615,987.33,1,1
562,486.33,1,1
557,503.33,1,1
533,393.33,1,1
515,407.33,1,1
513,607.33,1,1
511,722.33,1,1
482,471.33,1,1
464,565.33,1,1
456,467.33,1,1
435,542.33,1,1
428,420.33,1,1
428,389.33,1,1
410,528.33,1,1
397,437.33,1,1
391,577.33,1,1
389,517.33,1,1
379,280.33,1,1
368,466.33,1,1
353,666.33,1,1
345,479.33,1,1
325,498.33,1,1
325,438.33,1,1
323,710.33,1,1
322,243.33,1,1
312,659.33,1,1
309,441.33,1,1
305,372.33,1,1
299,665.33,1,1
291,580.33,1,1
290,501.33,1,1
284,646.33,1,1
273,667.33,1,1
270,534.33,1,1
269,640.33,1,1
260,698.33,1,1
259,249.33,1,1
239,716.33,1,1
239,632.33,1,1
239,403.33,1,1
230,173.33,1,1
222,458.9,1,1
221,547.33,1,1
220,596.33,1,1
219,534.33,1,1
208,366.33,1,1
206,458.33,1,1
203,426.33,1,1
203,301.33,1,1
198,509.33,1,1
197,703.33,1,1
194,363.33,1,1
188,384.33,1,1
186,642.33,1,1
184,749.33,1,1
181,488.33,1,1
168,484.33,1,1
160,590.33,1,1
137.47,479.33,1,1
129,425.33,1,1
126,710.33,1,1
123,553.33,1,1
118,696.33,1,1
114,614.33,1,1
96,676.33,1,1
90,278.33,1,1
118.72,578.97,1,1
283.52,478.33,1,1
246.6,546.83,1,1
111.23,581.33,1,1
323,554.33,1,1
332,567.33,1,1
317,566.33,1,1
215.45,558.33,1,1
233,485.33,1,1
232.27,540.96,1,1
374.35,558.33,1,1
381,543.33,1,1
183.47,325.9,1,1
340,573.91,1,1
216.53,448.33,1,1
140,637.91,1,1
327,513.33,1,1
250.31,599.33,1,1
726,669,1,1
697,501,1,1
566,537,1,1
482,588,1,1
449,263,1,1
441,405,1,1
412,482.01,1,1
403,360,1,1
398,466,1,1
397,403,1,1
353,416,1,1
350,222,1,1
344,205,1,1
329,352,1,1
319,483,1,1
300,490,1,1
296,564,1,1
288,702.04,1,1
287,629,1,1
272,761,1,1
265,408,1,1
261,0,1,1
229,418,1,1
227,640,1,1
227,500,1,1
214,189,1,1
201,612,1,1
182,573,1,1
177,418,1,1
154,625,1,1
151,720,1,1
147,522,1,1
134,499,1,1
133,452,1,1
120,412,1,1
109,480,1,1
100,549,1,1
100,502,1,1
96,429,1,1
78,643,1,1
61,522.94,1,1
60,736,1,1
7,684,1,1
0,771,1,1
291,449.33,1,1
284,683.33,1,1
200,585.47,1,1
371.47,546.91,1,1
326.52,533.72,1,1
71,519.33,1,1
274,565.5,1,1
277,593.33,1,1
291.73,601.33,1,1
307.44,552.33,1,1
346,545.33,1,1
340,595.46,1,1
264,503.33,1,1
123,624.8,1,1
373,536.48,1,1
292,675.85,1,1
344,505.91,1,1
242.59,576.71,1,1
270,610.33,1,1
310,544.51,1,1
320,519.83,1,1
318,519.33,1,1
306,612.05,1,1
277,573.06,1,1
424.49,621.08,1,1
423.42,613.55,1,1
288.44,439.33,1,1
286.48,713.9,1,1
239,523.33,1,1
121.14,599.33,1,1
246,507.33,1,1
353.72,504.94,1,1
275.73,505.33,1,1
242,512.33,1,1
203,560.98,1,1
131,595.97,1,1
332,531.49,1,1
355.71,546.96,1,1
212.28,573.95,1,1
147.71,476.94,1,1
273,588.49,1,1
258,608.33,1,1
317.48,539.95,1,1
181.53,315.33,1,1
382,637.33,1,1
326.38,619.33,1,1
329,545.9,1,1
257,599.54,1,1
205,592.33,1,1
254,482.94,1,1
372,599.5,1,1
305.7,510.33,1,1
348,619.33,1,1
132,630.97,1,1
411.57,471.33,1,1
236,572.33,1,1
331,616.33,1,1
332,620.14,1,1
367,603.94,1,1
306.48,524.02,1,1
343,603.76,1,1
309,604.33,1,1
384.95,632.64,1,1
309,504.33,1,1
280.63,568.51,1,1
325,576.54,1,1
270,507.33,1,1
300.27,607.33,1,1
344,612.33,1,1
240.67,543.33,1,1
305.6,519.33,1,1
