X,Y,Radius,Color
791.52,367.44,1,1
621,432.49,1,1
409.57,92,1,1
416,215.31,1,1
337.5,223,1,1
664,919.45,1,1
290.55,520,1,1
1026,724,1,1
1038,496.07,1,1
694,649,1,1
405,344.53,1,1
598,504,1,1
932,695,1,1
631.51,403.47,1,1
129,405.8,1,1
786.49,684.48,1,1
638.49,793.49,1,1
698,59,1,1
595.94,928,1,1
928.63,636,1,1
467,192,1,1
457.51,204.41,1,1
33.444,613,1,1
520.54,986.48,1,1
980.48,493,1,1
639.42,457,1,1
202.43,389,1,1
634,489.54,1,1
618,1067,1,1
0,718,1,1
716,334.9,1,1
425.57,168,1,1
966,676,1,1
258,617.66,1,1
477.58,146,1,1
426.61,280,1,1
803.01,383,1,1
634,630.57,1,1
313,169.53,1,1
346,636.63,1,1
676.16,102,1,1
373,531,1,1
664,826.51,1,1
627,1001,1,1
704,849,1,1
171,431.42,1,1
71,669.69,1,1
617.38,806.47,1,1
622,854.63,1,1
740,781.96,1,1
371.99,103,1,1
610,1054,1,1
509,1025.3,1,1
617,979.5,1,1
387,512.04,1,1
305.61,732,1,1
233.57,871,1,1
621,664.51,1,1
654.46,614,1,1
617,17.417,1,1
657.58,853,1,1
786,384,1,1
566.31,473.44,1,1
438.65,142,1,1
293,113.39,1,1
85,376.33,1,1
757.54,627,1,1
995,678.09,1,1
475.5,341,1,1
647,691.92,1,1
234.48,786,1,1
312,593,1,1
651,442,1,1
458,223.52,1,1
506,794.03,1,1
629.55,825,1,1
123,470.5,1,1
556,1068.6,1,1
149,325.38,1,1
678.37,652.61,1,1
136.5,436.58,1,1
521,807.39,1,1
404.62,249,1,1
374,608.53,1,1
940,679.48,1,1
1001.5,386.59,1,1
25,380,1,1
122,334.18,1,1
663,128.09,1,1
398.57,524,1,1
363,546.44,1,1
933.35,412,1,1
343.38,188,1,1
730,325,1,1
982.53,424.6,1,1
973.48,446.37,1,1
290,150.46,1,1
105.7,468,1,1
290.06,566.44,1,1
911.66,780.26,1,1
668.54,879,1,1
457,791,1,1
791,324,1,1
427,141.05,1,1
728.39,135,1,1
318,136.1,1,1
585.57,486,1,1
649.47,731.56,1,1
553,518.42,1,1
802.5,289.63,1,1
580.49,86.015,1,1
750.09,596,1,1
252.6,755,1,1
119,365.69,1,1
151,377,1,1
256,778.61,1,1
963.29,821,1,1
377.27,228,1,1
1002.7,658,1,1
683.69,48,1,1
551,1023.2,1,1
656.54,69.49,1,1
281.31,643.63,1,1
481.52,785,1,1
1015.6,495.55,1,1
555,1050.6,1,1
193,420.04,1,1
382.12,311,1,1
250,872.63,1,1
295.72,813.51,1,1
634.47,771.62,1,1
261.19,834,1,1
588.53,466.6,1,1
298.42,190.58,1,1
399.44,298.35,1,1
663,157.67,1,1
1014.6,789,1,1
485,285.33,1,1
781,662,1,1
771,379,1,1
717,648.75,1,1
703.53,803,1,1
459,809,1,1
631,468,1,1
394,602.66,1,1
967,431,1,1
687.45,901,1,1
70,318.34,1,1
751.47,819,1,1
313.55,820.42,1,1
718,571,1,1
588.2,456,1,1
475,241,1,1
132,365.9,1,1
710.76,99,1,1
422.33,337.62,1,1
52.551,339.64,1,1
773.39,561.41,1,1
940.84,379.47,1,1
971.64,693,1,1
672,562.39,1,1
392,194,1,1
280,587.46,1,1
740.73,117.44,1,1
345,130,1,1
968,399.63,1,1
574.25,992,1,1
454,364,1,1
418.4,806,1,1
394,785.34,1,1
960,436.58,1,1
703.49,677,1,1
347,200.49,1,1
413,830.7,1,1
269,754,1,1
505,300,1,1
214,367.62,1,1
105,627,1,1
771.32,355,1,1
645.52,492,1,1
293,772.67,1,1
337,625.49,1,1
774.48,338.61,1,1
988.76,739.44,1,1
329,145,1,1
825,300,1,1
355,257,1,1
6.2486,677,1,1
318.56,774.47,1,1
165.34,404,1,1
424.49,580.6,1,1
93,670,1,1
976,647,1,1
30,637.54,1,1
18,725,1,1
941,400.62,1,1
433,617,1,1
427,843,1,1
638.63,424.5,1,1
320,600,1,1
998,366.26,1,1
55.198,677,1,1
1016.6,712,1,1
235.37,799,1,1
741,81.241,1,1
119,395,1,1
697.54,25.484,1,1
63,374.44,1,1
634.28,157,1,1
799.4,636.51,1,1
908,761,1,1
442,172,1,1
739.38,672,1,1
1034,766,1,1
142,452,1,1
20,364,1,1
752.6,649,1,1
664.56,628.67,1,1
814.63,331,1,1
488,829,1,1
1018.6,745,1,1
397,623,1,1
710.49,375.66,1,1
322.49,516.67,1,1
65,374.34,1,1
635,808.34,1,1
705.52,40.708,1,1
703,784.44,1,1
519.41,756.6,1,1
408.47,204.56,1,1
240,845.29,1,1
800.38,614,1,1
755,686.4,1,1
585,52,1,1
933.3,658,1,1
773,367.59,1,1
403,764,1,1
699,754,1,1
482.33,211,1,1
187.56,368,1,1
323,246,1,1
471,262.22,1,1
1037,357,1,1
402.62,603,1,1
239,903,1,1
153,339,1,1
106,697,1,1
79,660.63,1,1
600,836,1,1
73,728,1,1
993.49,440,1,1
5,660,1,1
1030.7,430.52,1,1
945.62,443,1,1
746.68,540,1,1
306.19,149,1,1
432.52,189.55,1,1
684,70,1,1
613.51,393,1,1
720,695,1,1
320,647,1,1
733,582.59,1,1
72,648.74,1,1
395,114.59,1,1
904.35,704,1,1
608,996.28,1,1
512,774,1,1
608,111.32,1,1
639,699.71,1,1
262.3,907,1,1
1013.5,751.52,1,1
693.31,187,1,1
800,598.54,1,1
375.54,167,1,1
344,612.47,1,1
1066,380,1,1
1065,470,1,1
1059,485,1,1
1024,680,1,1
1005,474,1,1
979,462,1,1
923,798,1,1
923,679,1,1
895,414,1,1
892,746,1,1
841,339,1,1
809,564,1,1
789,704,1,1
732,871,1,1
719,854,1,1
677,540,1,1
662,747,1,1
660,452,1,1
659,894,1,1
654.69,929,1,1
653,998,1,1
653,777,1,1
652,790,1,1
651,672.62,1,1
644,885,1,1
643,41,1,1
630,511,1,1
621,960,1,1
610,516,1,1
596,987,1,1
552,465,1,1
540,1003,1,1
462,111,1,1
435,540,1,1
427,823,1,1
408,583.6,1,1
405,283,1,1
383,576,1,1
383,260,1,1
368,647,1,1
367,518,1,1
365,348,1,1
359,216,1,1
336,103.37,1,1
333,492,1,1
280,550,1,1
275.67,165.71,1,1
267,780,1,1
265,865,1,1
167,647,1,1
141,424,1,1
136,387,1,1
84,584,1,1
79,400,1,1
62,400,1,1
56.76,727,1,1
44,687,1,1
38,443,1,1
11,395,1,1
288.49,734,1,1
429.71,789,1,1
755,347.33,1,1
329,649,1,1
420,301,1,1
172.59,355,1,1
1001.5,719,1,1
990,759.7,1,1
262,533,1,1
693.47,767,1,1
306.66,546.54,1,1
943.47,659,1,1
440,330.71,1,1
1075,452.74,1,1
679.4,908,1,1
449.4,130,1,1
188,319.32,1,1
700.59,816.45,1,1
55.449,356,1,1
1028.4,693.6,1,1
616.67,406,1,1
1009,402,1,1
675,702,1,1
574.76,1011,1,1
394,645.72,1,1
55,645.48,1,1
1019.6,449.72,1,1
833.69,312.62,1,1
400,550.42,1,1
284,637.3,1,1
660,17.57,1,1
939.45,768.61,1,1
282.6,914,1,1
947,447,1,1
952.51,720,1,1
495.77,775.58,1,1
420.37,762.35,1,1
1051,464,1,1
1032,711.56,1,1
363,266.55,1,1
939,784,1,1
788.45,626,1,1
660.68,642.18,1,1
1049,463,1,1
391.57,168,1,1
372.29,502.59,1,1
553,451,1,1
443.71,212.6,1,1
279,612,1,1
606,430,1,1
785,353.56,1,1
39,726,1,1
773.7,603,1,1
611.28,53.62,1,1
70.28,454.62,1,1
772,620,1,1
456,309.5,1,1
678,576,1,1
197.53,349,1,1
636.36,856.54,1,1
212.21,837,1,1
18.319,621,1,1
745.34,382,1,1
624,143,1,1
592.74,115.36,1,1
554.37,1008,1,1
274,854,1,1
480,319.17,1,1
541,514,1,1
484.53,258,1,1
247.73,796,1,1
917,721,1,1
1046.6,389.54,1,1
597.48,68,1,1
347.51,578,1,1
302.36,546,1,1
253.68,583,1,1
436.41,232.4,1,1
744,648,1,1
117,646.48,1,1
773.29,654,1,1
418,300,1,1
595.55,439,1,1
418,242.55,1,1
658,810,1,1
1070.6,431,1,1
249.75,844,1,1
96.192,361,1,1
594.71,521,1,1
410,792,1,1
82.521,469.54,1,1
71.428,709.62,1,1
15.708,695,1,1
395,260.17,1,1
711,126,1,1
