25pct_X,25pct_Y,25pct_Radius,25pct_Color
53.52838147,-0.54650402,1,1
-379.00223,-233.8285692,1,1
-241.0223726,-69.94760922,1,1
539.806558,-129.7993808,1,1
414.065076,450.3791193,1,1
-248.9290608,95.34858959,1,1
-123.3080958,-515.0439389,1,1
-226.0556646,-280.3252858,1,1
-79.47191105,-212.4725737,1,1
-304.2382007,-167.717915,1,1
-32.45851707,-144.4442739,1,1
74.77148097,-266.068473,1,1
-307.4010156,76.49774242,1,1
99.63226454,96.81495113,1,1
72.4732565,-101.5725856,1,1
-270.2244161,-140.417886,1,1
83.64015344,199.7775735,1,1
75.7233491,-763.9551308,1,1
270.6210217,468.9901541,1,1
79.87962997,-502.7799657,1,1
193.6898798,-134.7816395,1,1
283.9748998,301.3834162,1,1
-293.6322773,398.8142714,1,1
50.00989735,403.1819839,1,1
-409.3552994,106.8251649,1,1
-703.3649972,2.709426211,1,1
-538.6098773,262.2054145,1,1
236.3646758,-102.8867981,1,1
-663.4711059,-64.31253477,1,1
478.174085,390.5839094,1,1
-557.9994774,-33.64780237,1,1
78.1584312,-100.032638,1,1
482.2888389,428.4249975,1,1
7.720478287,-363.7794822,1,1
-198.0866178,-249.3214458,1,1
-168.2500092,617.9653676,1,1
-254.2632918,300.6391312,1,1
-0.074699823,-306.6388185,1,1
144.0006883,166.5967978,1,1
-155.3066963,-188.9943388,1,1
201.4042733,-367.5054703,1,1
-234.1944112,-606.0471337,1,1
141.8515205,29.36704222,1,1
-219.2389481,646.3500898,1,1
-740.6630781,62.58873648,1,1
385.1070151,-233.7254951,1,1
-326.17791,122.6457238,1,1
393.3483125,-52.69238213,1,1
-419.6300949,-232.949834,1,1
-41.88818446,-14.55601566,1,1
59.65700107,-401.7848389,1,1
-128.7360169,-85.09092993,1,1
-23.52744042,-297.7569155,1,1
133.986759,355.6120566,1,1
-365.3529671,216.4320054,1,1
-195.8469927,-379.9746501,1,1
134.8721915,-907.2951697,1,1
-292.8602044,-387.1466941,1,1
290.648976,-721.3071262,1,1
-469.5101648,-250.6566037,1,1
132.9374203,-518.738777,1,1
-561.0034291,-125.6086841,1,1
691.028084,-156.3691851,1,1
-470.6596524,454.2231285,1,1
415.6222139,37.74921746,1,1
-553.6568084,544.0525756,1,1
673.310377,-341.6895104,1,1
469.252856,264.4528656,1,1
-267.8474944,-207.1018122,1,1
318.4896534,454.0864391,1,1
260.9865313,-398.2587386,1,1
-29.09737939,605.3625095,1,1
-266.3094785,46.1430128,1,1
407.5719182,-519.4738927,1,1
89.75301743,-2.733635109,1,1
-56.61555751,362.3832777,1,1
-377.7004382,-386.1243531,1,1
184.1173413,141.2048517,1,1
579.724143,200.7915954,1,1
555.7558084,323.9178352,1,1
-368.2843394,547.6953773,1,1
420.0636358,250.3097179,1,1
-115.1974166,-236.450482,1,1
-17.14781305,601.1460775,1,1
732.1994177,133.5095137,1,1
561.963971,-449.6137582,1,1
598.1961626,222.5481938,1,1
728.1354596,-286.7196942,1,1
434.3528561,-4.380267989,1,1
-429.1010485,-677.3584292,1,1
156.6740038,-52.34187583,1,1
340.9539224,309.4259902,1,1
-291.768011,244.0237246,1,1
112.3159815,587.0584638,1,1
263.6586642,68.83348149,1,1
-227.5858936,-314.8258278,1,1
-603.5400248,257.3625997,1,1
438.7306738,323.8438248,1,1
147.7753203,-287.7753957,1,1
-215.0820342,-663.1682951,1,1
-310.6685297,-339.0396418,1,1
