X,Y,Radius,Color
483.43,563,1,1
539.49,580.43,1,1
312,79,1,1
465.4,363,1,1
324.49,227.48,1,1
415,532.47,1,1
895,455,1,1
360.61,439,1,1
142.32,195,1,1
441,670,1,1
215,118,1,1
221.34,844,1,1
891.54,487,1,1
606,839.39,1,1
774.49,705,1,1
935,484,1,1
500,884,1,1
352,738.44,1,1
596,958,1,1
450.56,307,1,1
745,578,1,1
534,642,1,1
608,399,1,1
861.47,432.35,1,1
458.38,711,1,1
861.33,682.64,1,1
409,174.5,1,1
807.38,592,1,1
306.5,236,1,1
912,810.8,1,1
459,440.41,1,1
412,824.63,1,1
420,958.51,1,1
923.57,737,1,1
918.97,249,1,1
279.11,248,1,1
715,927.03,1,1
196,491.34,1,1
677,861.45,1,1
615,324.5,1,1
418.47,790,1,1
665.53,814,1,1
316,560.69,1,1
811,789.48,1,1
544.41,380.5,1,1
827.73,788,1,1
122,358,1,1
634.13,584,1,1
930.5,461.41,1,1
613.54,784,1,1
540.48,398.48,1,1
880.2,334.42,1,1
462,940.47,1,1
208,683.32,1,1
444.66,73,1,1
171.56,280.36,1,1
595,544.51,1,1
383,814,1,1
879.53,465,1,1
381,338.47,1,1
755.63,981,1,1
756,741,1,1
918.68,342,1,1
931,616,1,1
269,192,1,1
335.44,969,1,1
634.6,676.59,1,1
456.52,881.38,1,1
590,736.97,1,1
518.71,894.64,1,1
915,614.51,1,1
600,820.66,1,1
604.44,478,1,1
353,86.412,1,1
583.42,580,1,1
911,571.41,1,1
465,120.41,1,1
661,679.11,1,1
265,218.56,1,1
43.511,325.41,1,1
543,479,1,1
909,812,1,1
616.47,915,1,1
456.49,966.89,1,1
676,650.61,1,1
382.52,152,1,1
851,708.4,1,1
683,835,1,1
204,339,1,1
403,78.531,1,1
516.85,154,1,1
489.44,762,1,1
638.61,366,1,1
783,871.55,1,1
612,670.58,1,1
708.49,771,1,1
674,876,1,1
468.58,841,1,1
319,114.44,1,1
944,685,1,1
506.6,972.43,1,1
74.553,381.49,1,1
572.5,99,1,1
562.38,767,1,1
448.5,1003,1,1
662.81,1000,1,1
209,262,1,1
427.47,882.44,1,1
570.1,414,1,1
536,901,1,1
391,800,1,1
603,972.63,1,1
761,293,1,1
722,775,1,1
203,164.63,1,1
944.45,356,1,1
338,899,1,1
748,637,1,1
708.63,904,1,1
721.64,363.55,1,1
475,755,1,1
231,164.62,1,1
647,502.49,1,1
521.7,462,1,1
723,712,1,1
302.56,383,1,1
975,757.58,1,1
436,979.68,1,1
499.73,393,1,1
261.48,441.63,1,1
809.6,457,1,1
668,305.31,1,1
777.48,636,1,1
677,714,1,1
321,866,1,1
464,521.58,1,1
295,800.56,1,1
190.03,409,1,1
359,858.55,1,1
921,822,1,1
259,353,1,1
174,453.4,1,1
312,636,1,1
909,455.43,1,1
401.53,249,1,1
440,578,1,1
757,227,1,1
307.54,250,1,1
769,392,1,1
593,416,1,1
328.49,656.99,1,1
519.49,391,1,1
322,868,1,1
262,176.38,1,1
452,869.57,1,1
792.19,791,1,1
536.58,802.4,1,1
505,1008.7,1,1
495,28.697,1,1
348,946.7,1,1
627,713,1,1
850,663,1,1
531.3,781,1,1
619,714,1,1
712.31,203.46,1,1
537.67,1043.5,1,1
739,795.71,1,1
643,491.7,1,1
634,691,1,1
171,215,1,1
797,487,1,1
519,930,1,1
805,604,1,1
1001,492.77,1,1
712.34,524,1,1
473,1020,1,1
714,872.6,1,1
920,709.7,1,1
661,403.42,1,1
523,814,1,1
393,1037,1,1
389,556.56,1,1
698,332.98,1,1
720.64,716.74,1,1
590.59,322,1,1
608,924,1,1
1085,567,1,1
1041,659,1,1
1031,622,1,1
1005,808,1,1
964,714,1,1
956,811,1,1
953,619,1,1
951,576,1,1
949,453,1,1
934.7,787.7,1,1
935,517,1,1
929,812,1,1
916.69,873.72,1,1
912,894,1,1
903,320,1,1
901,678,1,1
901,498,1,1
898,255,1,1
897,348,1,1
896,419,1,1
895,623,1,1
890,573,1,1
885,642,1,1
883,754,1,1
881,721,1,1
876,559,1,1
875,782,1,1
874,585,1,1
869,573,1,1
869,540,1,1
866,451,1,1
865,723,1,1
857,274,1,1
847,312,1,1
840,655,1,1
837,330,1,1
837,304,1,1
834,835,1,1
834,710.55,1,1
832.55,911,1,1
831.51,586,1,1
827,477,1,1
822,775,1,1
821,830.61,1,1
821,677,1,1
820,586,1,1
820,310,1,1
814,897,1,1
814,266,1,1
812,956,1,1
810,804,1,1
805,834,1,1
803,742,1,1
801,399,1,1
798,298,1,1
795,600,1,1
795,413,1,1
788,855,1,1
786,742,1,1
785,515,1,1
783,970,1,1
783,827,1,1
783,667,1,1
780,536,1,1
779,593,1,1
779,377,1,1
775,899,1,1
772,857,1,1
771.56,566,1,1
770,794.46,1,1
766,218,1,1
762,350,1,1
758,859,1,1
755,945,1,1
754,425,1,1
745,488,1,1
737.25,849.34,1,1
736,986,1,1
731,738,1,1
727,652,1,1
706,737,1,1
701,707,1,1
700,190,1,1
696.31,990.71,1,1
689,779,1,1
689,698,1,1
687,579,1,1
684,407,1,1
682,1001,1,1
680,428,1,1
676,591,1,1
670,416,1,1
665,537,1,1
656,494,1,1
654,523,1,1
654,300,1,1
651,415,1,1
648,924,1,1
648,670,1,1
648,241,1,1
647,811,1,1
646,797,1,1
630,566,1,1
630,248,1,1
628,953,1,1
621,877.76,1,1
617,982,1,1
612,761,1,1
609,282,1,1
606,386,1,1
605,735,1,1
605,644,1,1
598,789,1,1
596,369,1,1
595,658,1,1
592,767,1,1
591,1006,1,1
591,267,1,1
590,1029,1,1
587,887,1,1
587,627,1,1
586,781,1,1
586,149,1,1
583,953,1,1
583,666,1,1
582,817,1,1
577,389,1,1
568,438,1,1
566,112,1,1
556,534,1,1
555,580,1,1
553,463,1,1
547,607,1,1
535,517,1,1
533,977,1,1
528,835,1,1
524,631,1,1
524,462,1,1
524,169,1,1
522,253,1,1
520,649,1,1
518,447,1,1
513,748,1,1
508.71,492,1,1
508,661,1,1
500,929,1,1
494,866,1,1
493,248,1,1
489,548,1,1
488,498.69,1,1
486,813,1,1
483,784,1,1
482,934,1,1
482,198,1,1
481,386,1,1
481,122,1,1
479,639,1,1
478,491,1,1
476.56,950,1,1
476.56,260,1,1
471,191,1,1
469,793,1,1
465,1011,1,1
464,641,1,1
464,256,1,1
460,854,1,1
446,858,1,1
446,612,1,1
446,176,1,1
440,522,1,1
435,724,1,1
434,797,1,1
430,170,1,1
428,1018,1,1
422,995,1,1
420,0,1,1
414,82,1,1
409.6,608,1,1
408,724,1,1
406,112,1,1
398,216,1,1
397,438,1,1
395,524,1,1
392,44,1,1
389,25,1,1
381,1000,1,1
374,982,1,1
373,305,1,1
368.7,344.72,1,1
361,808,1,1
357,832,1,1
353,978,1,1
349,497,1,1
340,719,1,1
319,721,1,1
317,328,1,1
315,457,1,1
306,658,1,1
301,896,1,1
296,476,1,1
294,641,1,1
293,877,1,1
291,165,1,1
285,293,1,1
285,280,1,1
282,837.57,1,1
277,228,1,1
275,814,1,1
275,262,1,1
269,345,1,1
267,774,1,1
258,599,1,1
251,342,1,1
250,579,1,1
247,766,1,1
245,541,1,1
243,300,1,1
232,333,1,1
231,578,1,1
227,757,1,1
226,291,1,1
220,136,1,1
218,862,1,1
217,183,1,1
207,722,1,1
205,669,1,1
200,746,1,1
187,196,1,1
