X,Y,Radius,Color
859,387.33,1,1
700,401,1,1
303.45,324.56,1,1
418.76,406,1,1
742.04,409,1,1
684.44,474.49,1,1
802.53,357.51,1,1
523.4,444,1,1
843.46,395,1,1
802,430.95,1,1
421,606,1,1
884,472,1,1
861.39,407,1,1
849,166.7,1,1
875.48,395,1,1
583,610.63,1,1
436,472,1,1
402.35,567,1,1
544.19,194,1,1
257.52,755.52,1,1
335,480.6,1,1
301,398.42,1,1
413.51,283,1,1
331,572.53,1,1
397.91,372,1,1
474,515.51,1,1
602,470,1,1
713,85,1,1
578,490.3,1,1
380.19,277,1,1
317.62,558,1,1
406.23,522,1,1
375.01,512,1,1
546.44,268,1,1
567,164,1,1
458,505.62,1,1
505,197,1,1
460.5,452,1,1
380,367.57,1,1
544.34,448,1,1
757.55,405.31,1,1
485,254,1,1
554.27,184,1,1
584.31,500.68,1,1
858.72,164,1,1
943.25,389,1,1
562.54,500.67,1,1
834,165,1,1
649,181,1,1
524,147,1,1
489,256.49,1,1
475,268,1,1
966,384.51,1,1
480,319,1,1
415,480,1,1
808.58,391,1,1
941,235.68,1,1
456,517.55,1,1
606,515,1,1
487,177,1,1
224.48,845,1,1
409.34,570,1,1
514,429.55,1,1
390,458,1,1
756.17,153.49,1,1
374,359,1,1
813.51,414.52,1,1
725,139,1,1
699,368,1,1
499,302,1,1
521,233,1,1
1085,694,1,1
1078,642,1,1
1024,503,1,1
1011,543,1,1
998,287,1,1
986,270,1,1
980,495,1,1
969,270,1,1
967,881,1,1
964,504,1,1
963,223,1,1
954,559,1,1
954,441,1,1
946,466,1,1
935,220,1,1
892,498,1,1
856,434,1,1
845,516,1,1
834,149,1,1
824,429,1,1
816,126,1,1
814,517,1,1
814,101,1,1
805,139,1,1
782,438,1,1
778,89,1,1
741.44,128,1,1
734,455,1,1
724,125,1,1
722,91,1,1
703,108,1,1
688,86,1,1
685,454,1,1
667,490,1,1
665,142,1,1
663,529,1,1
655,504,1,1
643,93,1,1
629,514,1,1
610,83,1,1
607,108,1,1
595,135,1,1
554,284,1,1
548,572,1,1
545,555,1,1
535,565,1,1
533,653,1,1
527,186,1,1
518,258,1,1
517,600,1,1
510,706,1,1
505,98,1,1
501,634,1,1
499,61,1,1
484,613,1,1
482,529,1,1
481,213,1,1
481,129,1,1
480,588,1,1
465,260,1,1
464,110,1,1
460,374,1,1
451,265,1,1
445,288,1,1
440,626,1,1
430,592,1,1
430,204,1,1
424,152,1,1
419,629,1,1
406,260,1,1
403,713,1,1
402,332,1,1
400,584,1,1
397,51,1,1
390,833,1,1
385,415,1,1
376,333,1,1
372,663,1,1
368,634,1,1
364,452,1,1
363,260,1,1
363,134,1,1
355,364,1,1
355,334,1,1
350,834,1,1
350,239,1,1
347,317,1,1
346,788,1,1
345,564,1,1
343,279,1,1
331,524,1,1
327,612,1,1
326,235,1,1
326,84,1,1
318,290,1,1
312,518,1,1
310,622,1,1
302,839,1,1
295,562,1,1
295,491,1,1
295,385,1,1
290,244,1,1
288,337,1,1
283,648,1,1
281,722,1,1
277,772,1,1
259,708,1,1
256,0,1,1
254,211,1,1
249,565,1,1
247,247,1,1
245,319,1,1
235,594,1,1
235,148,1,1
232,835,1,1
223,672,1,1
217,460,1,1
215,704,1,1
214,614,1,1
204,639,1,1
202,522,1,1
197,742,1,1
196,237,1,1
191,787,1,1
189,864,1,1
186,1014,1,1
174,644,1,1
173,813,1,1
162,860,1,1
158,936,1,1
152,776,1,1
109,768,1,1
103,827,1,1
103,680,1,1
100,736,1,1
88,741,1,1
30,1085,1,1
538.68,496.56,1,1
719.46,473,1,1
628,123,1,1
625,123,1,1
468.5,293.59,1,1
384,397,1,1
421,308,1,1
497,242,1,1
404,181,1,1
417,461,1,1
830,176.6,1,1
726.65,165.59,1,1
463,332.58,1,1
927,250,1,1
497,271.45,1,1
454.56,129,1,1
533,498,1,1
512,341.57,1,1
590,542,1,1
868.7,172.63,1,1
404.68,441,1,1
319,336.75,1,1
260,650,1,1
634,169,1,1
424,170,1,1
539.81,153,1,1
632.44,208,1,1
240,698,1,1
705.72,473.67,1,1
599,160,1,1
620.71,496,1,1
805,450,1,1
494,194,1,1
894,204.06,1,1
503,578,1,1
620,147,1,1
594,526,1,1
499,524,1,1
394.68,545.63,1,1
438,560,1,1
232.71,689.73,1,1
482.62,303.3,1,1
431.66,518,1,1
545,142.54,1,1
501,253,1,1
742.73,166,1,1
495,495.4,1,1
952,249,1,1
660,153,1,1
495,455.74,1,1
491,290,1,1
486.33,484.41,1,1
514,572.55,1,1
979.5,405.7,1,1
377.52,586,1,1
615,155.61,1,1
560.53,108.55,1,1
418,428.75,1,1
396,281,1,1
629,512,1,1
926,400,1,1
514,504,1,1
388.73,533.64,1,1
770.71,126.68,1,1
769.72,147,1,1
404,219.17,1,1
527,167,1,1
989,206.67,1,1
970,773.67,1,1
937,196.67,1,1
932,435.67,1,1
912,435.67,1,1
912,418.67,1,1
879,410.67,1,1
835,484.67,1,1
800,459,1,1
767,448.67,1,1
730,676.67,1,1
705,448,1,1
693.27,129.73,1,1
658,80.669,1,1
657,98.665,1,1
578,101.67,1,1
557.71,96.763,1,1
553.74,454,1,1
550,170.67,1,1
509,109.67,1,1
496,541.67,1,1
490,467,1,1
479,189.67,1,1
460,654.67,1,1
460,595.67,1,1
449,240.67,1,1
433,683.67,1,1
416,237.67,1,1
406,191,1,1
403,228,1,1
367,204.67,1,1
343,616.67,1,1
334,585.68,1,1
328,669.67,1,1
296,311.67,1,1
294,758.67,1,1
291,666.67,1,1
279,463.71,1,1
274,377.67,1,1
271,615.67,1,1
265,492.67,1,1
250,594.67,1,1
249,670.67,1,1
244,726.67,1,1
229,869.67,1,1
228,1000.7,1,1
228,508.67,1,1
217,307.67,1,1
214,568.67,1,1
195,825.67,1,1
185,564.67,1,1
140,492.67,1,1
125,475.67,1,1
122,819.67,1,1
110,658.67,1,1
14,640.67,1,1
0,952.67,1,1
756.53,383,1,1
476,375.56,1,1
461.24,315.58,1,1
381,517,1,1
386.47,344,1,1
441.5,342,1,1
672,409,1,1
757.67,132,1,1
375,471,1,1
633.36,405,1,1
993,436,1,1
828.54,369,1,1
459.72,146.63,1,1
573,520,1,1
946.27,247,1,1
482,506,1,1
285,548,1,1
327,548.31,1,1
366,541.73,1,1
629,453,1,1
417,537.28,1,1
498,204,1,1
499.68,282,1,1
417,579,1,1
869,360.42,1,1
501,265.14,1,1
618.63,467.65,1,1
664.33,176.24,1,1
568.7,186.64,1,1
558.49,438.54,1,1
459.48,394.56,1,1
807.49,404,1,1
664,416.39,1,1
397,360.12,1,1
957,381.56,1,1
777,108.54,1,1
752,133,1,1
689.48,485.55,1,1
689,114,1,1
678,518.56,1,1
606,178,1,1
450.49,435,1,1
423,575,1,1
421,546,1,1
338.43,638,1,1
533.43,302.51,1,1
